userID,itemID,rating,category
49,302,4,Fruits
54,302,4,Fruits
62,302,3,Fruits
206,302,5,Fruits
197,302,3,Fruits
214,302,4,Fruits
190,302,5,Fruits
303,302,4,Fruits
181,302,2,Fruits
154,302,4,Fruits
31,302,4,Fruits
305,302,4,Fruits
178,302,4,Fruits
102,302,3,Fruits
100,302,4,Fruits
144,302,3,Fruits
13,302,5,Fruits
315,302,5,Fruits
88,302,3,Fruits
282,302,5,Fruits
334,302,5,Fruits
208,302,1,Fruits
112,302,4,Fruits
277,302,4,Fruits
145,302,4,Fruits
392,302,5,Fruits
276,302,5,Fruits
360,302,4,Fruits
126,302,4,Fruits
319,302,4,Fruits
47,302,5,Fruits
146,302,4,Fruits
378,302,5,Fruits
131,302,5,Fruits
171,302,4,Fruits
201,302,4,Fruits
192,302,5,Fruits
345,302,5,Fruits
204,302,5,Fruits
107,302,4,Fruits
222,302,3,Fruits
433,302,5,Fruits
229,302,5,Fruits
339,302,4,Fruits
427,302,4,Fruits
29,302,4,Fruits
420,302,4,Fruits
43,302,4,Fruits
268,302,5,Fruits
241,302,3,Fruits
397,302,5,Fruits
383,302,4,Fruits
346,302,3,Fruits
461,302,3,Fruits
418,302,2,Fruits
405,302,4,Fruits
179,302,4,Fruits
362,302,5,Fruits
10,302,4,Fruits
90,302,5,Fruits
297,302,4,Fruits
425,302,5,Fruits
413,302,2,Fruits
149,302,4,Fruits
430,302,4,Fruits
232,302,5,Fruits
104,302,5,Fruits
285,302,5,Fruits
129,302,4,Fruits
26,302,5,Fruits
514,302,5,Fruits
15,302,4,Fruits
293,302,4,Fruits
489,302,5,Fruits
421,302,4,Fruits
343,302,4,Fruits
498,302,3,Fruits
460,302,4,Fruits
390,302,5,Fruits
173,302,5,Fruits
140,302,4,Fruits
269,302,3,Fruits
322,302,5,Fruits
567,302,4,Fruits
466,302,5,Fruits
446,302,4,Fruits
404,302,4,Fruits
408,302,5,Fruits
299,302,4,Fruits
116,302,3,Fruits
532,302,5,Fruits
507,302,5,Fruits
423,302,5,Fruits
569,302,4,Fruits
352,302,4,Fruits
512,302,4,Fruits
634,302,5,Fruits
3,302,2,Fruits
375,302,5,Fruits
561,302,4,Fruits
450,302,5,Fruits
63,302,3,Fruits
628,302,5,Fruits
570,302,4,Fruits
105,302,5,Fruits
555,302,3,Fruits
548,302,4,Fruits
6,302,4,Fruits
574,302,4,Fruits
509,302,5,Fruits
414,302,5,Fruits
94,302,4,Fruits
139,302,3,Fruits
531,302,5,Fruits
515,302,3,Fruits
367,302,5,Fruits
14,302,5,Fruits
685,302,3,Fruits
111,302,5,Fruits
707,302,4,Fruits
697,302,5,Fruits
666,302,5,Fruits
331,302,5,Fruits
543,302,4,Fruits
384,302,5,Fruits
683,302,5,Fruits
327,302,3,Fruits
721,302,3,Fruits
431,302,3,Fruits
520,302,3,Fruits
762,302,5,Fruits
16,302,5,Fruits
490,302,4,Fruits
464,302,5,Fruits
134,302,2,Fruits
640,302,5,Fruits
619,302,4,Fruits
52,302,4,Fruits
717,302,5,Fruits
74,302,4,Fruits
69,302,4,Fruits
271,302,5,Fruits
364,302,4,Fruits
177,302,4,Fruits
704,302,4,Fruits
401,302,3,Fruits
474,302,5,Fruits
207,302,4,Fruits
655,302,4,Fruits
758,302,5,Fruits
818,302,5,Fruits
284,302,4,Fruits
473,302,4,Fruits
669,302,4,Fruits
720,302,5,Fruits
788,302,4,Fruits
216,302,5,Fruits
747,302,5,Fruits
853,302,4,Fruits
755,302,4,Fruits
151,302,3,Fruits
328,302,4,Fruits
828,302,4,Fruits
445,302,1,Fruits
329,302,5,Fruits
838,302,4,Fruits
664,302,4,Fruits
894,302,4,Fruits
388,302,5,Fruits
733,302,4,Fruits
808,302,5,Fruits
871,302,5,Fruits
889,302,4,Fruits
370,302,5,Fruits
399,302,4,Fruits
389,302,5,Fruits
463,302,5,Fruits
751,302,4,Fruits
448,302,5,Fruits
833,302,3,Fruits
158,302,4,Fruits
592,302,5,Fruits
787,302,3,Fruits
676,302,5,Fruits
713,302,4,Fruits
775,302,3,Fruits
865,302,5,Fruits
696,302,5,Fruits
428,302,5,Fruits
809,302,5,Fruits
870,302,4,Fruits
458,302,5,Fruits
896,302,2,Fruits
866,302,2,Fruits
743,302,5,Fruits
422,302,3,Fruits
913,302,4,Fruits
416,302,5,Fruits
740,302,5,Fruits
210,302,5,Fruits
744,302,5,Fruits
802,302,4,Fruits
451,302,3,Fruits
615,302,4,Fruits
605,302,4,Fruits
535,302,3,Fruits
547,302,5,Fruits
827,302,4,Fruits
782,302,3,Fruits
752,302,5,Fruits
526,302,5,Fruits
363,302,5,Fruits
656,302,3,Fruits
71,302,3,Fruits
845,302,3,Fruits
920,302,4,Fruits
249,302,4,Fruits
657,302,2,Fruits
819,302,5,Fruits
905,302,5,Fruits
480,302,4,Fruits
854,302,3,Fruits
524,302,5,Fruits
934,302,4,Fruits
240,302,5,Fruits
537,302,4,Fruits
801,302,4,Fruits
485,302,5,Fruits
902,302,3,Fruits
624,302,4,Fruits
626,302,4,Fruits
860,302,4,Fruits
556,302,4,Fruits
454,302,4,Fruits
724,302,3,Fruits
851,302,5,Fruits
560,302,5,Fruits
48,302,4,Fruits
654,302,5,Fruits
668,302,5,Fruits
564,302,3,Fruits
115,302,4,Fruits
278,302,3,Fruits
791,302,4,Fruits
688,302,5,Fruits
587,302,3,Fruits
883,302,5,Fruits
863,302,4,Fruits
770,302,2,Fruits
880,302,5,Fruits
806,302,4,Fruits
160,302,5,Fruits
846,302,5,Fruits
926,302,4,Fruits
617,302,4,Fruits
940,302,4,Fruits
695,302,4,Fruits
745,302,4,Fruits
877,302,2,Fruits
784,302,5,Fruits
40,302,3,Fruits
651,302,5,Fruits
841,302,5,Fruits
842,302,5,Fruits
393,302,4,Fruits
39,302,5,Fruits
380,302,5,Fruits
836,302,5,Fruits
781,302,5,Fruits
875,302,5,Fruits
820,302,5,Fruits
616,302,5,Fruits
915,302,4,Fruits
772,302,5,Fruits
2,302,5,Fruits
185,302,4,Fruits
903,302,4,Fruits
332,302,5,Fruits
611,302,5,Fruits
467,302,4,Fruits
544,302,5,Fruits
486,302,5,Fruits
812,302,3,Fruits
551,302,3,Fruits
919,302,4,Fruits
475,302,3,Fruits
931,302,4,Fruits
710,302,4,Fruits
147,302,4,Fruits
673,302,3,Fruits
874,302,5,Fruits
635,302,4,Fruits
344,302,5,Fruits
417,302,3,Fruits
898,302,4,Fruits
22,377,1,Snacks
5,377,1,Snacks
314,377,3,Snacks
13,377,1,Snacks
222,377,1,Snacks
393,377,3,Snacks
405,377,1,Snacks
468,377,2,Snacks
846,377,2,Snacks
642,377,3,Snacks
798,377,3,Snacks
705,377,4,Snacks
648,377,3,Snacks
244,51,2,Beans and Lentils
85,51,2,Beans and Lentils
201,51,2,Beans and Lentils
198,51,3,Beans and Lentils
330,51,5,Beans and Lentils
194,51,4,Beans and Lentils
1,51,4,Beans and Lentils
230,51,4,Beans and Lentils
236,51,5,Beans and Lentils
56,51,3,Beans and Lentils
152,51,4,Beans and Lentils
256,51,4,Beans and Lentils
16,51,4,Beans and Lentils
137,51,1,Beans and Lentils
145,51,3,Beans and Lentils
345,51,5,Beans and Lentils
224,51,4,Beans and Lentils
151,51,4,Beans and Lentils
72,51,4,Beans and Lentils
416,51,5,Beans and Lentils
11,51,4,Beans and Lentils
43,51,1,Beans and Lentils
13,51,3,Beans and Lentils
59,51,5,Beans and Lentils
454,51,2,Beans and Lentils
269,51,2,Beans and Lentils
468,51,3,Beans and Lentils
405,51,1,Beans and Lentils
561,51,3,Beans and Lentils
504,51,4,Beans and Lentils
184,51,4,Beans and Lentils
7,51,2,Beans and Lentils
301,51,4,Beans and Lentils
437,51,1,Beans and Lentils
532,51,5,Beans and Lentils
417,51,3,Beans and Lentils
655,51,2,Beans and Lentils
639,51,2,Beans and Lentils
92,51,4,Beans and Lentils
276,51,3,Beans and Lentils
484,51,4,Beans and Lentils
472,51,5,Beans and Lentils
682,51,5,Beans and Lentils
450,51,4,Beans and Lentils
393,51,4,Beans and Lentils
222,51,3,Beans and Lentils
586,51,4,Beans and Lentils
788,51,4,Beans and Lentils
627,51,5,Beans and Lentils
588,51,4,Beans and Lentils
95,51,4,Beans and Lentils
271,51,4,Beans and Lentils
690,51,3,Beans and Lentils
457,51,5,Beans and Lentils
178,51,4,Beans and Lentils
870,51,2,Beans and Lentils
593,51,3,Beans and Lentils
899,51,1,Beans and Lentils
916,51,2,Beans and Lentils
311,51,4,Beans and Lentils
642,51,5,Beans and Lentils
268,51,3,Beans and Lentils
790,51,3,Beans and Lentils
721,51,4,Beans and Lentils
943,51,1,Beans and Lentils
94,51,3,Beans and Lentils
610,51,5,Beans and Lentils
881,51,5,Beans and Lentils
293,51,3,Beans and Lentils
867,51,3,Beans and Lentils
712,51,3,Beans and Lentils
328,51,3,Beans and Lentils
922,51,4,Beans and Lentils
320,51,5,Beans and Lentils
896,51,2,Beans and Lentils
378,51,3,Beans and Lentils
551,51,5,Beans and Lentils
632,51,4,Beans and Lentils
846,51,4,Beans and Lentils
711,51,4,Beans and Lentils
878,51,4,Beans and Lentils
166,346,1,Pizza
271,346,4,Pizza
197,346,3,Pizza
94,346,4,Pizza
293,346,3,Pizza
71,346,4,Pizza
125,346,1,Pizza
99,346,4,Pizza
130,346,4,Pizza
287,346,5,Pizza
145,346,5,Pizza
235,346,4,Pizza
294,346,3,Pizza
156,346,3,Pizza
363,346,4,Pizza
284,346,4,Pizza
179,346,3,Pizza
146,346,4,Pizza
269,346,2,Pizza
49,346,4,Pizza
104,346,3,Pizza
214,346,3,Pizza
288,346,5,Pizza
116,346,4,Pizza
299,346,3,Pizza
334,346,5,Pizza
133,346,3,Pizza
126,346,3,Pizza
392,346,4,Pizza
458,346,4,Pizza
511,346,4,Pizza
416,346,4,Pizza
474,346,5,Pizza
526,346,3,Pizza
546,346,5,Pizza
414,346,5,Pizza
285,346,4,Pizza
241,346,3,Pizza
385,346,3,Pizza
561,346,5,Pizza
425,346,5,Pizza
624,346,3,Pizza
445,346,5,Pizza
142,346,5,Pizza
542,346,3,Pizza
631,346,4,Pizza
221,346,5,Pizza
456,346,5,Pizza
646,346,2,Pizza
353,346,4,Pizza
171,346,4,Pizza
206,346,5,Pizza
665,346,2,Pizza
149,346,4,Pizza
397,346,4,Pizza
201,346,4,Pizza
418,346,2,Pizza
702,346,1,Pizza
276,346,4,Pizza
141,346,1,Pizza
466,346,3,Pizza
532,346,5,Pizza
655,346,4,Pizza
13,346,4,Pizza
657,346,4,Pizza
656,346,3,Pizza
369,346,4,Pizza
319,346,3,Pizza
724,346,1,Pizza
54,346,4,Pizza
783,346,5,Pizza
782,346,2,Pizza
695,346,5,Pizza
537,346,3,Pizza
619,346,3,Pizza
551,346,4,Pizza
595,346,4,Pizza
611,346,5,Pizza
389,346,4,Pizza
548,346,4,Pizza
616,346,3,Pizza
112,346,5,Pizza
871,346,3,Pizza
482,346,3,Pizza
322,346,3,Pizza
640,346,4,Pizza
592,346,4,Pizza
752,346,4,Pizza
894,346,4,Pizza
574,346,4,Pizza
880,346,5,Pizza
758,346,2,Pizza
489,346,5,Pizza
485,346,4,Pizza
863,346,5,Pizza
845,346,3,Pizza
851,346,5,Pizza
883,346,4,Pizza
819,346,5,Pizza
710,346,4,Pizza
818,346,4,Pizza
920,346,4,Pizza
557,346,2,Pizza
834,346,3,Pizza
578,346,3,Pizza
805,346,4,Pizza
874,346,3,Pizza
40,346,2,Pizza
915,346,2,Pizza
833,346,5,Pizza
544,346,4,Pizza
100,346,3,Pizza
913,346,3,Pizza
936,346,4,Pizza
903,346,3,Pizza
682,346,2,Pizza
784,346,4,Pizza
683,346,4,Pizza
768,346,3,Pizza
339,346,5,Pizza
519,346,4,Pizza
462,346,1,Pizza
729,346,1,Pizza
3,346,5,Pizza
808,346,5,Pizza
828,346,4,Pizza
115,265,2,Fast Foods
41,265,3,Fast Foods
94,265,4,Fast Foods
244,265,4,Fast Foods
1,265,4,Fast Foods
275,265,4,Fast Foods
307,265,3,Fast Foods
195,265,4,Fast Foods
236,265,2,Fast Foods
200,265,5,Fast Foods
313,265,4,Fast Foods
83,265,5,Fast Foods
70,265,4,Fast Foods
84,265,5,Fast Foods
280,265,4,Fast Foods
91,265,5,Fast Foods
218,265,3,Fast Foods
308,265,3,Fast Foods
328,265,5,Fast Foods
268,265,3,Fast Foods
276,265,4,Fast Foods
251,265,3,Fast Foods
370,265,5,Fast Foods
77,265,3,Fast Foods
316,265,3,Fast Foods
13,265,4,Fast Foods
201,265,3,Fast Foods
42,265,3,Fast Foods
72,265,4,Fast Foods
340,265,5,Fast Foods
279,265,5,Fast Foods
99,265,3,Fast Foods
234,265,3,Fast Foods
393,265,4,Fast Foods
221,265,3,Fast Foods
95,265,3,Fast Foods
183,265,2,Fast Foods
363,265,3,Fast Foods
326,265,4,Fast Foods
145,265,5,Fast Foods
128,265,5,Fast Foods
374,265,5,Fast Foods
263,265,4,Fast Foods
292,265,4,Fast Foods
312,265,1,Fast Foods
271,265,5,Fast Foods
346,265,4,Fast Foods
135,265,3,Fast Foods
332,265,4,Fast Foods
327,265,2,Fast Foods
207,265,3,Fast Foods
311,265,5,Fast Foods
450,265,5,Fast Foods
246,265,4,Fast Foods
37,265,4,Fast Foods
82,265,4,Fast Foods
339,265,3,Fast Foods
407,265,3,Fast Foods
466,265,3,Fast Foods
399,265,3,Fast Foods
411,265,5,Fast Foods
64,265,4,Fast Foods
297,265,3,Fast Foods
373,265,4,Fast Foods
484,265,5,Fast Foods
301,265,4,Fast Foods
109,265,5,Fast Foods
161,265,2,Fast Foods
474,265,5,Fast Foods
371,265,5,Fast Foods
512,265,4,Fast Foods
230,265,5,Fast Foods
417,265,3,Fast Foods
350,265,2,Fast Foods
487,265,5,Fast Foods
153,265,4,Fast Foods
254,265,3,Fast Foods
178,265,5,Fast Foods
25,265,4,Fast Foods
387,265,4,Fast Foods
542,265,4,Fast Foods
405,265,2,Fast Foods
536,265,5,Fast Foods
92,265,4,Fast Foods
513,265,5,Fast Foods
394,265,4,Fast Foods
493,265,5,Fast Foods
197,265,5,Fast Foods
334,265,3,Fast Foods
480,265,3,Fast Foods
545,265,4,Fast Foods
455,265,4,Fast Foods
553,265,5,Fast Foods
505,265,4,Fast Foods
583,265,4,Fast Foods
429,265,4,Fast Foods
60,265,5,Fast Foods
69,265,4,Fast Foods
457,265,5,Fast Foods
290,265,4,Fast Foods
608,265,3,Fast Foods
559,265,4,Fast Foods
343,265,2,Fast Foods
198,265,3,Fast Foods
600,265,3,Fast Foods
606,265,4,Fast Foods
437,265,3,Fast Foods
295,265,4,Fast Foods
56,265,4,Fast Foods
380,265,3,Fast Foods
676,265,5,Fast Foods
488,265,4,Fast Foods
537,265,3,Fast Foods
625,265,3,Fast Foods
151,265,5,Fast Foods
682,265,3,Fast Foods
14,265,3,Fast Foods
629,265,4,Fast Foods
577,265,5,Fast Foods
705,265,5,Fast Foods
436,265,3,Fast Foods
638,265,5,Fast Foods
293,265,3,Fast Foods
648,265,4,Fast Foods
479,265,4,Fast Foods
554,265,4,Fast Foods
738,265,4,Fast Foods
709,265,4,Fast Foods
495,265,5,Fast Foods
710,265,4,Fast Foods
660,265,2,Fast Foods
592,265,4,Fast Foods
654,265,5,Fast Foods
655,265,3,Fast Foods
778,265,4,Fast Foods
298,265,4,Fast Foods
715,265,5,Fast Foods
757,265,3,Fast Foods
790,265,4,Fast Foods
807,265,5,Fast Foods
318,265,4,Fast Foods
102,265,3,Fast Foods
727,265,4,Fast Foods
117,265,4,Fast Foods
843,265,3,Fast Foods
96,265,5,Fast Foods
747,265,4,Fast Foods
795,265,3,Fast Foods
188,265,5,Fast Foods
868,265,3,Fast Foods
716,265,5,Fast Foods
59,265,4,Fast Foods
425,265,3,Fast Foods
435,265,3,Fast Foods
671,265,3,Fast Foods
913,265,4,Fast Foods
899,265,4,Fast Foods
741,265,5,Fast Foods
416,265,5,Fast Foods
194,265,4,Fast Foods
881,265,5,Fast Foods
541,265,5,Fast Foods
256,265,4,Fast Foods
922,265,5,Fast Foods
804,265,4,Fast Foods
684,265,4,Fast Foods
773,265,2,Fast Foods
711,265,2,Fast Foods
830,265,5,Fast Foods
686,265,4,Fast Foods
535,265,3,Fast Foods
456,265,3,Fast Foods
892,265,4,Fast Foods
222,265,3,Fast Foods
7,265,5,Fast Foods
766,265,3,Fast Foods
452,265,3,Fast Foods
848,265,4,Fast Foods
897,265,3,Fast Foods
586,265,5,Fast Foods
543,265,4,Fast Foods
846,265,5,Fast Foods
870,265,4,Fast Foods
472,265,4,Fast Foods
796,265,5,Fast Foods
916,265,4,Fast Foods
379,265,4,Fast Foods
514,265,4,Fast Foods
890,265,2,Fast Foods
826,265,5,Fast Foods
798,265,5,Fast Foods
447,265,4,Fast Foods
663,265,4,Fast Foods
933,265,4,Fast Foods
378,265,4,Fast Foods
930,265,3,Fast Foods
896,265,4,Fast Foods
746,265,4,Fast Foods
521,265,3,Fast Foods
618,265,4,Fast Foods
806,265,4,Fast Foods
551,265,4,Fast Foods
886,265,4,Fast Foods
942,265,5,Fast Foods
267,265,5,Fast Foods
883,265,3,Fast Foods
653,265,4,Fast Foods
665,265,3,Fast Foods
650,265,4,Fast Foods
889,265,4,Fast Foods
774,265,3,Fast Foods
498,265,2,Fast Foods
815,265,5,Fast Foods
882,265,5,Fast Foods
878,265,3,Fast Foods
786,265,4,Fast Foods
22,265,3,Fast Foods
566,265,4,Fast Foods
862,265,5,Fast Foods
497,265,4,Fast Foods
524,265,4,Fast Foods
864,265,5,Fast Foods
555,265,3,Fast Foods
270,265,4,Fast Foods
588,265,5,Fast Foods
533,265,3,Fast Foods
666,265,3,Fast Foods
6,86,3,Beverages
18,86,4,Beverages
256,86,5,Beverages
62,86,2,Beverages
184,86,5,Beverages
292,86,4,Beverages
121,86,5,Beverages
280,86,4,Beverages
85,86,4,Beverages
263,86,4,Beverages
334,86,4,Beverages
297,86,5,Beverages
119,86,4,Beverages
354,86,5,Beverages
224,86,3,Beverages
90,86,5,Beverages
106,86,3,Beverages
191,86,5,Beverages
187,86,4,Beverages
325,86,3,Beverages
185,86,5,Beverages
249,86,4,Beverages
295,86,5,Beverages
128,86,5,Beverages
311,86,5,Beverages
383,86,5,Beverages
1,86,5,Beverages
429,86,5,Beverages
299,86,4,Beverages
437,86,4,Beverages
326,86,2,Beverages
244,86,4,Beverages
276,86,3,Beverages
151,86,5,Beverages
339,86,4,Beverages
435,86,4,Beverages
456,86,2,Beverages
43,86,4,Beverages
458,86,5,Beverages
492,86,3,Beverages
343,86,5,Beverages
194,86,3,Beverages
543,86,4,Beverages
243,86,5,Beverages
506,86,3,Beverages
607,86,4,Beverages
440,86,5,Beverages
11,86,4,Beverages
554,86,4,Beverages
553,86,3,Beverages
457,86,3,Beverages
361,86,4,Beverages
235,86,4,Beverages
13,86,1,Beverages
591,86,5,Beverages
627,86,3,Beverages
416,86,1,Beverages
378,86,4,Beverages
208,86,2,Beverages
327,86,4,Beverages
201,86,4,Beverages
450,86,4,Beverages
474,86,4,Beverages
716,86,5,Beverages
393,86,2,Beverages
655,86,4,Beverages
481,86,5,Beverages
344,86,4,Beverages
352,86,4,Beverages
764,86,3,Beverages
212,86,4,Beverages
749,86,4,Beverages
420,86,5,Beverages
622,86,4,Beverages
321,86,4,Beverages
786,86,4,Beverages
452,86,4,Beverages
748,86,4,Beverages
707,86,4,Beverages
156,86,4,Beverages
406,86,4,Beverages
494,86,3,Beverages
80,86,5,Beverages
495,86,5,Beverages
846,86,5,Beverages
42,86,3,Beverages
270,86,4,Beverages
805,86,4,Beverages
854,86,3,Beverages
861,86,5,Beverages
658,86,4,Beverages
561,86,4,Beverages
608,86,5,Beverages
262,86,3,Beverages
882,86,5,Beverages
667,86,5,Beverages
907,86,5,Beverages
305,86,4,Beverages
711,86,5,Beverages
585,86,5,Beverages
89,86,5,Beverages
527,86,4,Beverages
747,86,5,Beverages
855,86,2,Beverages
896,86,1,Beverages
682,86,2,Beverages
883,86,3,Beverages
535,86,4,Beverages
566,86,4,Beverages
894,86,4,Beverages
815,86,5,Beverages
864,86,4,Beverages
659,86,5,Beverages
122,86,5,Beverages
345,86,4,Beverages
796,86,5,Beverages
338,86,4,Beverages
257,86,4,Beverages
629,86,5,Beverages
675,86,4,Beverages
771,86,5,Beverages
94,86,5,Beverages
536,86,3,Beverages
828,86,3,Beverages
167,86,4,Beverages
380,86,4,Beverages
829,86,4,Beverages
661,86,4,Beverages
565,86,5,Beverages
503,86,5,Beverages
639,86,4,Beverages
884,86,3,Beverages
7,86,4,Beverages
449,86,4,Beverages
398,86,3,Beverages
916,86,4,Beverages
909,86,5,Beverages
932,86,4,Beverages
615,86,5,Beverages
918,86,4,Beverages
454,86,2,Beverages
405,86,1,Beverages
234,86,2,Beverages
889,86,4,Beverages
934,86,3,Beverages
59,86,3,Beverages
25,86,4,Beverages
877,86,4,Beverages
537,86,4,Beverages
698,86,2,Beverages
62,257,2,Fast Foods
277,257,3,Fast Foods
25,257,4,Fast Foods
248,257,3,Fast Foods
323,257,2,Fast Foods
287,257,4,Fast Foods
318,257,5,Fast Foods
26,257,3,Fast Foods
44,257,4,Fast Foods
116,257,3,Fast Foods
305,257,2,Fast Foods
211,257,5,Fast Foods
254,257,3,Fast Foods
94,257,4,Fast Foods
251,257,3,Fast Foods
52,257,3,Fast Foods
354,257,3,Fast Foods
293,257,2,Fast Foods
247,257,4,Fast Foods
23,257,3,Fast Foods
221,257,4,Fast Foods
299,257,2,Fast Foods
303,257,4,Fast Foods
120,257,2,Fast Foods
337,257,3,Fast Foods
54,257,4,Fast Foods
310,257,5,Fast Foods
297,257,3,Fast Foods
342,257,2,Fast Foods
178,257,5,Fast Foods
186,257,4,Fast Foods
168,257,5,Fast Foods
38,257,1,Fast Foods
214,257,3,Fast Foods
402,257,4,Fast Foods
210,257,5,Fast Foods
2,257,4,Fast Foods
192,257,4,Fast Foods
265,257,4,Fast Foods
347,257,4,Fast Foods
233,257,4,Fast Foods
300,257,4,Fast Foods
58,257,5,Fast Foods
89,257,5,Fast Foods
137,257,5,Fast Foods
374,257,3,Fast Foods
183,257,2,Fast Foods
370,257,5,Fast Foods
117,257,5,Fast Foods
55,257,3,Fast Foods
385,257,3,Fast Foods
32,257,4,Fast Foods
182,257,3,Fast Foods
460,257,2,Fast Foods
339,257,4,Fast Foods
296,257,5,Fast Foods
332,257,4,Fast Foods
439,257,4,Fast Foods
196,257,2,Fast Foods
144,257,4,Fast Foods
435,257,4,Fast Foods
71,257,5,Fast Foods
473,257,4,Fast Foods
5,257,5,Fast Foods
413,257,4,Fast Foods
395,257,5,Fast Foods
425,257,3,Fast Foods
474,257,3,Fast Foods
419,257,4,Fast Foods
104,257,4,Fast Foods
490,257,3,Fast Foods
416,257,3,Fast Foods
467,257,4,Fast Foods
486,257,3,Fast Foods
78,257,4,Fast Foods
271,257,4,Fast Foods
393,257,4,Fast Foods
454,257,4,Fast Foods
101,257,4,Fast Foods
222,257,4,Fast Foods
270,257,4,Fast Foods
455,257,4,Fast Foods
145,257,5,Fast Foods
298,257,4,Fast Foods
497,257,4,Fast Foods
482,257,4,Fast Foods
103,257,3,Fast Foods
213,257,4,Fast Foods
203,257,3,Fast Foods
15,257,4,Fast Foods
343,257,3,Fast Foods
275,257,3,Fast Foods
378,257,4,Fast Foods
557,257,2,Fast Foods
216,257,3,Fast Foods
161,257,3,Fast Foods
307,257,5,Fast Foods
479,257,4,Fast Foods
320,257,4,Fast Foods
504,257,5,Fast Foods
468,257,4,Fast Foods
422,257,4,Fast Foods
567,257,3,Fast Foods
601,257,2,Fast Foods
463,257,4,Fast Foods
249,257,3,Fast Foods
514,257,4,Fast Foods
541,257,5,Fast Foods
465,257,4,Fast Foods
314,257,5,Fast Foods
484,257,5,Fast Foods
330,257,5,Fast Foods
501,257,4,Fast Foods
1,257,4,Fast Foods
644,257,5,Fast Foods
223,257,4,Fast Foods
653,257,3,Fast Foods
392,257,5,Fast Foods
658,257,4,Fast Foods
417,257,3,Fast Foods
53,257,4,Fast Foods
654,257,4,Fast Foods
432,257,5,Fast Foods
630,257,3,Fast Foods
621,257,5,Fast Foods
592,257,4,Fast Foods
545,257,5,Fast Foods
45,257,5,Fast Foods
669,257,3,Fast Foods
576,257,4,Fast Foods
564,257,4,Fast Foods
394,257,4,Fast Foods
552,257,3,Fast Foods
268,257,4,Fast Foods
619,257,3,Fast Foods
334,257,4,Fast Foods
141,257,3,Fast Foods
507,257,5,Fast Foods
407,257,4,Fast Foods
457,257,3,Fast Foods
666,257,3,Fast Foods
