userID,itemID,prediction,name,category,calories,fat,protein,sugars
939,119,3.7582454681396484,Post Shredded Wheat N Bran Spoon-Size,Breakfast Cereals,339,2.06,10.93,0.75
939,413,3.7351796627044678,Reeses Peanut Butter Cups,Sweets,515,30.53,10.24,47.17
939,204,3.342423915863037,Lowfat Cottage Cheese (2%),Dairy and Egg Products,81,2.27,10.45,4.0
939,422,3.221980333328247,Syrups Table Blends Corn Refiner And Sugar,Sweets,319,0.0,0.0,0.0
939,128,2.7522430419921875,Coffee Cafe Con Leche Decaffeinated,Coffee,39,1.09,1.65,5.01
939,57,2.5542778968811035,Refried Beans Fat Added In Cooking Ns As To Type Of Fat,Beans and Lentils,144,5.71,6.12,0.74
938,222,4.8218159675598145,Egg Creamed,Dairy and Egg Products ,150,10.59,7.7,2.92
938,225,4.804458141326904,Egg Omelet Or Scrambled Egg Ns As To Fat Added In Cooking,Dairy and Egg Products ,174,13.29,11.16,1.58
938,7,4.679107189178467,Bread Wheat Sprouted Toasted,Baked Foods,205,0.0,14.3,2.86
938,405,4.534271240234375,Mars Snackfood Us 3 Musketeers Bar,Sweets,436,12.75,2.6,66.89
938,276,4.5225677490234375,Lobster Cooked Ns As To Cooking Method,Fish,88,0.85,18.88,0.0
938,100,4.494543552398682,Cereal (Kellogg's Froot Loops Marshmallow),Breakfast Cereals,376,2.79,4.59,49.9
938,422,3.409208297729492,Syrups Table Blends Corn Refiner And Sugar,Sweets,319,0.0,0.0,0.0
938,134,3.401685953140259,Coffee Iced Latte,Coffee,27,1.05,1.72,2.6
938,317,3.3522818088531494,Litchis,Fruits,66,0.44,0.83,15.23
938,204,2.7342324256896973,Lowfat Cottage Cheese (2%),Dairy and Egg Products,81,2.27,10.45,4.0
937,9,4.92818546295166,Bread Whole-Wheat Prepared From Recipe Toasted,Baked Foods,305,5.9,9.2,4.22
937,303,4.910928726196289,Blackberries Frozen Unsweetened,Fruits,64,0.43,1.18,10.67
937,124,4.779688835144043,Whole Wheat Cereal Cooked Fat Added In Cooking,Breakfast Cereals,60,1.81,1.53,0.06
937,119,4.6648736000061035,Post Shredded Wheat N Bran Spoon-Size,Breakfast Cereals,339,2.06,10.93,0.75
937,408,4.611400604248047,Marshmallows,Sweets,318,0.2,1.8,57.56
937,385,4.30765438079834,Pretzels Hard Plain Lightly Salted,Snacks,382,3.22,9.57,2.21
937,128,3.951918840408325,Coffee Cafe Con Leche Decaffeinated,Coffee,39,1.09,1.65,5.01
937,169,3.915879964828491,Cookies Sugar Refrigerated Dough,Cookies,436,19.48,4.0,36.51
937,134,3.8762288093566895,Coffee Iced Latte,Coffee,27,1.05,1.72,2.6
937,139,3.5520026683807373,Coffee Macchiato Sweetened,Coffee,38,0.76,1.11,5.91
936,129,4.779346466064453,Coffee Cafe Mocha,Coffee,64,1.53,2.52,9.42
936,325,4.641788959503174,Pears,Fruits,57,0.14,0.36,9.75
936,253,4.637256622314453,Pizza Hut 14 Inch Pepperoni Pizza Hand-Tossed Crust,Fast Foods,291,12.63,12.23,2.82
936,6,4.598749160766602,Bread Wheat Sprouted,Baked Foods,188,0.0,13.16,2.63
936,9,4.527602195739746,Bread Whole-Wheat Prepared From Recipe Toasted,Baked Foods,305,5.9,9.2,4.22
936,24,4.504756927490234,Bean Cake,Beans and Lentils,408,21.2,5.63,20.37
936,269,4.472938537597656,Crab Soft Shell Coated Fried,Fish,223,11.36,18.93,0.91
936,385,4.4187211990356445,Pretzels Hard Plain Lightly Salted,Snacks,382,3.22,9.57,2.21
936,20,4.295549392700195,Doughnuts Cake-Type Plain (Includes Unsugared Old-Fashioned),Baked Foods,434,24.93,5.31,18.15
936,54,4.203885078430176,Mungo Beans (Cooked),Beans and Lentils,105,0.55,7.54,2.01
935,281,4.948999404907227,Oysters Smoked,Fish,82,2.76,9.2,1.0
935,120,4.810262680053711,Quaker Instant Oatmeal Raisin And Spice Dry,Breakfast Cereals,360,4.0,9.11,35.65
935,422,4.567718982696533,Syrups Table Blends Corn Refiner And Sugar,Sweets,319,0.0,0.0,0.0
935,134,4.556331157684326,Coffee Iced Latte,Coffee,27,1.05,1.72,2.6
935,125,4.546384811401367,Coffee Bottled/canned Light,Coffee,35,0.72,1.25,5.97
935,119,4.30297327041626,Post Shredded Wheat N Bran Spoon-Size,Breakfast Cereals,339,2.06,10.93,0.75
935,286,4.302868366241455,Scallops Baked Or Broiled Fat Not Added In Cooking,Fish,85,0.6,14.81,0.04
935,117,3.611564874649048,Oatmeal From Fast Food Maple Flavored,Breakfast Cereals,109,2.2,2.4,9.95
935,256,3.225691318511963,Popeyes Fried Chicken Mild Wing Meat Only Skin And Breading Removed,Fast Foods,212,9.42,28.94,0.0
935,375,2.4411721229553223,Nutrition Bar (Tiger's Milk),Snacks,422,14.29,16.8,36.4
934,202,4.776639938354492,Ice Cream Sandwich Vanilla Light No Sugar Added,Dairy and Egg Products,200,2.86,5.71,6.58
934,411,4.610186576843262,Nestle Butterfinger Bar,Sweets,459,18.9,5.4,45.9
934,54,4.600643634796143,Mungo Beans (Cooked),Beans and Lentils,105,0.55,7.54,2.01
934,72,4.598049640655518,Gin And Tonic,Beverages,84,0.0,0.0,6.57
934,256,4.594287395477295,Popeyes Fried Chicken Mild Wing Meat Only Skin And Breading Removed,Fast Foods,212,9.42,28.94,0.0
934,163,4.529525279998779,Cookies Oatmeal Prepared From Recipe With Raisins,Cookies,441,15.76,5.86,33.14
934,50,4.522083759307861,Loaf Lentil,Beans and Lentils,72,2.41,2.2,1.67
934,257,4.440517902374268,Popeyes Mild Chicken Strips Analyzed 2006,Fast Foods,271,13.01,19.2,0.0
934,174,4.244044303894043,Cookies Vanilla Wafers Higher Fat,Cookies,455,16.41,4.9,35.07
934,25,4.073130130767822,Beans And Franks,Beans and Lentils,138,5.22,6.74,6.17
933,180,4.895419597625732,Camambert,Dairy and Egg Products,300,24.26,19.8,0.46
933,357,4.883816719055176,Pizza With Meat And Fruit Medium Crust,Pizza,234,8.58,10.98,4.3
933,179,4.879748344421387,Buttermilk,Dairy and Egg Products,62,3.31,3.21,4.88
933,125,4.793246269226074,Coffee Bottled/canned Light,Coffee,35,0.72,1.25,5.97
933,135,4.767706871032715,Coffee Instant Reconstituted,Coffee,3,0.0,0.1,0.0
933,98,4.707040309906006,Cereal (General Mills Cheerios Fruity),Breakfast Cereals,381,4.59,5.8,32.2
933,89,4.655710220336914,Rum And Cola,Beverages,89,0.19,0.0,7.48
933,405,4.47897481918335,Mars Snackfood Us 3 Musketeers Bar,Sweets,436,12.75,2.6,66.89
933,19,4.414708137512207,Doughnuts Cake-Type Chocolate Sugared Or Glazed,Baked Foods,417,19.9,4.5,31.92
933,385,4.34354829788208,Pretzels Hard Plain Lightly Salted,Snacks,382,3.22,9.57,2.21
932,119,4.98435115814209,Post Shredded Wheat N Bran Spoon-Size,Breakfast Cereals,339,2.06,10.93,0.75
932,211,4.753028869628906,Nonfat Cottage Cheese,Dairy and Egg Products,72,0.29,10.34,1.85
932,165,4.497857093811035,Cookies Peanut Butter Sandwich Regular,Cookies,478,21.1,8.8,35.44
932,30,4.4363789558410645,Beans Liquid From Stewed Kidney Beans,Beans and Lentils,47,3.2,1.8,0.0
932,180,4.4359612464904785,Camambert,Dairy and Egg Products,300,24.26,19.8,0.46
932,274,4.40833854675293,Fish Sablefish Raw,Fish,195,15.3,13.41,0.0
932,191,4.396994113922119,Goat Milk,Dairy and Egg Products,69,4.14,3.56,4.45
932,263,4.368546485900879,Taco Bell Soft Taco With Chicken Cheese And Lettuce,Fast Foods,189,6.35,13.3,1.3
932,89,4.313955783843994,Rum And Cola,Beverages,89,0.19,0.0,7.48
932,414,4.270482540130615,Reeses Pieces Candy,Sweets,497,24.77,12.46,53.25
931,316,4.934416770935059,Kiwifruit,Fruits,61,0.52,1.14,8.99
931,333,4.8325018882751465,Raisins Seeded,Fruits,296,0.54,2.52,0.0
931,304,4.747093200683594,Blueberries,Fruits,57,0.33,0.74,9.96
931,297,4.64058780670166,Trout Steamed Or Poached,Fish,177,7.77,25.08,0.0
931,255,4.497180938720703,Popeyes Fried Chicken Mild Wing Meat And Skin With Breading,Fast Foods,338,22.48,20.4,0.0
931,111,4.354752063751221,Cream Of Wheat Instant Made With Non-Dairy Milk Ns As To Fat Added In Cooking,Breakfast Cereals,106,3.01,2.39,6.15
931,315,4.290798187255859,Granny Smith Apples,Fruits,58,0.19,0.44,9.59
931,383,4.15134859085083,Potato Sticks Fry Shaped,Snacks,517,34.06,6.63,0.22
931,72,4.071807384490967,Gin And Tonic,Beverages,84,0.0,0.0,6.57
931,128,3.9794251918792725,Coffee Cafe Con Leche Decaffeinated,Coffee,39,1.09,1.65,5.01
930,116,4.876016139984131,Oat Bran Flakes Health Valley,Breakfast Cereals,380,3.0,10.0,22.0
930,269,4.684591770172119,Crab Soft Shell Coated Fried,Fish,223,11.36,18.93,0.91
930,281,4.30027437210083,Oysters Smoked,Fish,82,2.76,9.2,1.0
930,410,4.153658866882324,Nestle Bit-O-Honey Candy Chews,Sweets,388,7.5,2.0,48.0
930,261,4.0731425285339355,Subway Cold Cut Sub On White Bread With Lettuce And Tomato,Fast Foods,214,10.04,10.52,3.18
930,104,4.04972505569458,Cereal (Kellogg's Low Fat Granola),Breakfast Cereals,389,5.7,8.7,28.3
930,132,3.9179601669311523,Coffee Cuban,Coffee,33,0.17,0.11,6.28
930,175,3.8441109657287598,Cookies Vanilla Wafers Lower Fat,Cookies,441,15.2,5.0,37.5
930,134,3.835918664932251,Coffee Iced Latte,Coffee,27,1.05,1.72,2.6
930,244,3.558161497116089,Kfc Fried Chicken Original Recipe Thigh Meat And Skin With Breading,Fast Foods,269,17.73,18.9,0.0
929,134,4.979118347167969,Coffee Iced Latte,Coffee,27,1.05,1.72,2.6
929,57,4.446751594543457,Refried Beans Fat Added In Cooking Ns As To Type Of Fat,Beans and Lentils,144,5.71,6.12,0.74
929,22,4.196022987365723,English Muffins Plain Enriched With Ca Prop (Includes Sourdough),Baked Foods,227,1.69,8.87,3.53
929,174,4.1193742752075195,Cookies Vanilla Wafers Higher Fat,Cookies,455,16.41,4.9,35.07
929,144,4.102007865905762,Frozen Mocha Coffee Drink Decaffeinated,Coffee,66,0.91,1.49,12.3
929,406,3.984001636505127,Mars Snackfood Us M&Ms Peanut Chocolate,Sweets,515,26.13,9.57,50.75
929,127,3.832648277282715,Coffee Cafe Con Leche,Coffee,39,1.08,1.64,4.93
929,100,3.746732711791992,Cereal (Kellogg's Froot Loops Marshmallow),Breakfast Cereals,376,2.79,4.59,49.9
929,256,3.659595489501953,Popeyes Fried Chicken Mild Wing Meat Only Skin And Breading Removed,Fast Foods,212,9.42,28.94,0.0
929,261,3.465466022491455,Subway Cold Cut Sub On White Bread With Lettuce And Tomato,Fast Foods,214,10.04,10.52,3.18
928,173,4.808605194091797,Cookies Vanilla Sandwich With Creme Filling,Cookies,483,20.0,4.5,39.3
928,165,4.734405040740967,Cookies Peanut Butter Sandwich Regular,Cookies,478,21.1,8.8,35.44
928,8,4.59279203414917,Bread Whole-Wheat Prepared From Recipe,Baked Foods,278,5.4,8.4,3.84
928,268,4.127340316772461,Crab Hard Shell Steamed,Fish,82,0.74,17.76,0.0
928,114,3.8248915672302246,Masa Harina Cooked,Breakfast Cereals,97,0.99,2.26,0.43
928,135,3.4389824867248535,Coffee Instant Reconstituted,Coffee,3,0.0,0.1,0.0
928,212,3.1258668899536133,Poached Eggs,Dairy and Egg Products,143,9.47,12.51,0.37
928,422,3.0291759967803955,Syrups Table Blends Corn Refiner And Sugar,Sweets,319,0.0,0.0,0.0
928,385,2.996887683868408,Pretzels Hard Plain Lightly Salted,Snacks,382,3.22,9.57,2.21
928,142,2.6802539825439453,Frozen Coffee Drink,Coffee,67,0.93,1.53,13.24
927,420,4.978886604309082,Syrups Corn Dark,Sweets,286,0.0,0.0,77.59
927,11,4.932639122009277,Cake Pound Commercially Prepared Butter (Includes Fresh And Frozen),Baked Foods,353,13.96,5.0,33.36
927,72,4.899224758148193,Gin And Tonic,Beverages,84,0.0,0.0,6.57
927,421,4.597292900085449,Syrups Corn Light,Sweets,283,0.2,0.0,76.77
927,143,4.574738502502441,Frozen Mocha Coffee Drink,Coffee,66,0.91,1.48,12.24
927,71,4.510746955871582,Budweiser Beer,Beverages,41,0.0,0.36,0.0
927,132,4.256722927093506,Coffee Cuban,Coffee,33,0.17,0.11,6.28
927,118,4.057973384857178,Oatmeal From Fast Food Plain,Breakfast Cereals,79,2.4,2.6,0.69
927,237,4.021770477294922,Burger King Cheeseburger,Fast Foods,286,14.81,14.57,4.49
927,227,3.934757947921753,Egg White Omelet Scrambled Or Fried Made With Margarine,Dairy and Egg Products ,108,6.21,11.5,0.75
926,272,4.771915912628174,Fish Roe,Fish,143,6.42,22.32,0.0
926,245,4.744534969329834,Kfc Fried Chicken Original Recipe Thigh Meat Only Skin And Breading Removed,Fast Foods,175,9.31,22.78,0.0
926,292,4.741125106811523,Shrimp Baked Or Broiled Made With Butter,Fish,112,4.23,16.25,0.04
926,340,4.278897762298584,Watermelon,Fruits,30,0.15,0.61,6.2
926,113,3.200169563293457,Grits Instant Made With Non-Dairy Milk Ns As To Fat Added In Cooking,Breakfast Cereals,109,3.74,2.23,2.82
926,375,3.149576187133789,Nutrition Bar (Tiger's Milk),Snacks,422,14.29,16.8,36.4
926,304,2.9377281665802,Blueberries,Fruits,57,0.33,0.74,9.96
926,119,2.7939674854278564,Post Shredded Wheat N Bran Spoon-Size,Breakfast Cereals,339,2.06,10.93,0.75
926,366,2.72397780418396,Cheese Flavored Corn Snacks (Cheetos),Snacks,560,36.01,5.85,3.19
926,128,2.625631809234619,Coffee Cafe Con Leche Decaffeinated,Coffee,39,1.09,1.65,5.01
925,98,4.719399929046631,Cereal (General Mills Cheerios Fruity),Breakfast Cereals,381,4.59,5.8,32.2
925,325,4.356729507446289,Pears,Fruits,57,0.14,0.36,9.75
925,217,4.101141929626465,Buttermilk Low Fat (1%),Dairy and Egg Products ,40,0.88,3.31,4.79
925,323,3.9815566539764404,Papaya,Fruits,43,0.26,0.47,7.82
925,344,3.390474796295166,Pizza Cheese And Vegetables Whole Wheat Thin Crust,Pizza,231,11.35,9.02,2.58
925,128,3.3655998706817627,Coffee Cafe Con Leche Decaffeinated,Coffee,39,1.09,1.65,5.01
925,54,3.107037305831909,Mungo Beans (Cooked),Beans and Lentils,105,0.55,7.54,2.01
925,119,2.940642833709717,Post Shredded Wheat N Bran Spoon-Size,Breakfast Cereals,339,2.06,10.93,0.75
925,422,2.7634811401367188,Syrups Table Blends Corn Refiner And Sugar,Sweets,319,0.0,0.0,0.0
925,258,2.030221939086914,Popeyes Spicy Chicken Strips Analyzed 2006,Fast Foods,253,11.2,19.61,0.0
924,2,4.723766803741455,Bread Egg,Baked Foods,287,6.0,9.5,1.78
924,318,4.630947589874268,Mango Cooked,Fruits,60,0.38,0.82,13.66
924,277,4.540323734283447,Octopus Steamed,Fish,163,2.07,29.62,0.0
924,7,4.492254257202148,Bread Wheat Sprouted Toasted,Baked Foods,205,0.0,14.3,2.86
924,82,4.466658115386963,Martini Flavored,Beverages,189,0.03,0.09,5.15
924,173,4.186287879943848,Cookies Vanilla Sandwich With Creme Filling,Cookies,483,20.0,4.5,39.3
924,144,4.165406703948975,Frozen Mocha Coffee Drink Decaffeinated,Coffee,66,0.91,1.49,12.3
924,385,3.9905738830566406,Pretzels Hard Plain Lightly Salted,Snacks,382,3.22,9.57,2.21
924,228,3.7698607444763184,Egg White Omelet Scrambled Or Fried Ns As To Fat Added In Cooking,Dairy and Egg Products ,111,6.55,11.52,0.75
924,422,3.6641809940338135,Syrups Table Blends Corn Refiner And Sugar,Sweets,319,0.0,0.0,0.0
923,181,4.809453010559082,Cheddar Cheese (Non-Fat Or Fat Free),Dairy and Egg Products,157,0.0,32.14,0.0
923,168,4.655732154846191,Cookies Sugar Commercially Prepared Regular (Includes Vanilla),Cookies,464,19.55,5.35,27.31
923,340,4.644713401794434,Watermelon,Fruits,30,0.15,0.61,6.2
923,50,4.62891960144043,Loaf Lentil,Beans and Lentils,72,2.41,2.2,1.67
923,248,4.4528422355651855,Kfc Popcorn Chicken,Fast Foods,351,21.74,17.67,0.0
923,222,3.9041104316711426,Egg Creamed,Dairy and Egg Products ,150,10.59,7.7,2.92
923,296,3.4891104698181152,Trout Smoked,Fish,251,10.99,35.47,0.0
923,325,3.428783655166626,Pears,Fruits,57,0.14,0.36,9.75
923,103,3.0860300064086914,Cereal (Kellogg's Low Fat Granola With Raisins),Breakfast Cereals,381,5.2,9.0,27.9
923,217,2.9342002868652344,Buttermilk Low Fat (1%),Dairy and Egg Products ,40,0.88,3.31,4.79
922,385,4.966036796569824,Pretzels Hard Plain Lightly Salted,Snacks,382,3.22,9.57,2.21
922,98,4.781289100646973,Cereal (General Mills Cheerios Fruity),Breakfast Cereals,381,4.59,5.8,32.2
922,174,4.744633674621582,Cookies Vanilla Wafers Higher Fat,Cookies,455,16.41,4.9,35.07
922,257,4.574057579040527,Popeyes Mild Chicken Strips Analyzed 2006,Fast Foods,271,13.01,19.2,0.0
922,406,4.494316577911377,Mars Snackfood Us M&Ms Peanut Chocolate,Sweets,515,26.13,9.57,50.75
922,151,4.4906206130981445,Cookies Butter Commercially Prepared Enriched,Cookies,467,18.8,6.1,20.24
922,71,4.446447372436523,Budweiser Beer,Beverages,41,0.0,0.36,0.0
922,237,3.834233522415161,Burger King Cheeseburger,Fast Foods,286,14.81,14.57,4.49
922,280,3.810110330581665,Oysters Coated Fried,Fish,195,12.22,8.16,1.46
922,375,3.5354833602905273,Nutrition Bar (Tiger's Milk),Snacks,422,14.29,16.8,36.4
921,69,4.903414726257324,Beer,Beverages,43,0.0,0.46,0.0
921,72,4.896149158477783,Gin And Tonic,Beverages,84,0.0,0.0,6.57
921,133,4.818763732910156,Coffee Iced Cafe Mocha,Coffee,50,0.95,1.55,8.07
921,367,4.650916576385498,Corn Chips Flavored (Fritos),Snacks,535,33.19,6.14,0.27
921,210,4.5814313888549805,Neufchatel Cheese,Dairy and Egg Products,253,22.78,9.15,3.19
921,380,4.423128604888916,Popcorn Nfs,Snacks,538,31.07,8.69,0.3
921,174,4.3978729248046875,Cookies Vanilla Wafers Higher Fat,Cookies,455,16.41,4.9,35.07
921,173,4.261847972869873,Cookies Vanilla Sandwich With Creme Filling,Cookies,483,20.0,4.5,39.3
921,256,4.253539562225342,Popeyes Fried Chicken Mild Wing Meat Only Skin And Breading Removed,Fast Foods,212,9.42,28.94,0.0
921,119,4.209333419799805,Post Shredded Wheat N Bran Spoon-Size,Breakfast Cereals,339,2.06,10.93,0.75
920,292,4.857415199279785,Shrimp Baked Or Broiled Made With Butter,Fish,112,4.23,16.25,0.04
920,340,4.81245231628418,Watermelon,Fruits,30,0.15,0.61,6.2
920,313,4.584217548370361,Gala Apples,Fruits,57,0.12,0.25,10.37
920,302,4.264445781707764,Blackberries Canned Heavy Syrup Solids And Liquids,Fruits,92,0.14,1.31,19.7
920,422,4.04277229309082,Syrups Table Blends Corn Refiner And Sugar,Sweets,319,0.0,0.0,0.0
920,119,3.6354401111602783,Post Shredded Wheat N Bran Spoon-Size,Breakfast Cereals,339,2.06,10.93,0.75
920,331,3.530836343765259,Pomegranates,Fruits,83,1.17,1.67,13.67
920,385,3.1562113761901855,Pretzels Hard Plain Lightly Salted,Snacks,382,3.22,9.57,2.21
920,72,3.1465582847595215,Gin And Tonic,Beverages,84,0.0,0.0,6.57
920,204,2.80869197845459,Lowfat Cottage Cheese (2%),Dairy and Egg Products,81,2.27,10.45,4.0
919,332,4.783092498779297,Raisins,Fruits,299,0.25,3.3,65.18
919,23,4.766237258911133,Hush Puppies Prepared From Recipe,Baked Foods,337,13.5,7.7,2.03
919,126,4.745123863220215,Coffee Brewed Blend Of Regular And Decaffeinated,Coffee,0,0.01,0.11,0.0
919,183,4.725099563598633,Cottage Cheese (Blended),Dairy and Egg Products,98,4.3,11.12,2.67
919,305,4.706720352172852,Blueberries Wild Canned Heavy Syrup Drained,Fruits,107,0.34,0.56,19.28
919,419,4.6953864097595215,Syrup Maple Canadian,Sweets,270,0.0,0.0,59.92
919,304,4.6531524658203125,Blueberries,Fruits,57,0.33,0.74,9.96
919,258,4.585931301116943,Popeyes Spicy Chicken Strips Analyzed 2006,Fast Foods,253,11.2,19.61,0.0
919,334,4.472572326660156,Raspberries,Fruits,52,0.65,1.2,4.42
919,120,4.403264999389648,Quaker Instant Oatmeal Raisin And Spice Dry,Breakfast Cereals,360,4.0,9.11,35.65
918,275,4.934769630432129,Fish Salmon Chum Canned Drained Solids With Bone,Fish,141,5.5,21.43,0.0
918,28,4.640720367431641,Beans Black Mature Seeds Cooked Boiled With Salt,Beans and Lentils,132,0.54,8.86,0.32
918,83,4.63140869140625,Mimosa,Beverages,65,0.06,0.38,4.74
918,25,4.4857707023620605,Beans And Franks,Beans and Lentils,138,5.22,6.74,6.17
918,381,4.472967624664307,Potato Chips Popped Flavored,Snacks,467,18.11,4.97,4.99
918,406,4.135234832763672,Mars Snackfood Us M&Ms Peanut Chocolate,Sweets,515,26.13,9.57,50.75
918,175,4.077751159667969,Cookies Vanilla Wafers Lower Fat,Cookies,441,15.2,5.0,37.5
918,103,3.750643491744995,Cereal (Kellogg's Low Fat Granola With Raisins),Breakfast Cereals,381,5.2,9.0,27.9
918,276,2.817798614501953,Lobster Cooked Ns As To Cooking Method,Fish,88,0.85,18.88,0.0
918,307,2.77634334564209,Boysenberries Canned Heavy Syrup,Fruits,88,0.12,0.99,0.0
917,25,4.8202433586120605,Beans And Franks,Beans and Lentils,138,5.22,6.74,6.17
917,124,4.311211109161377,Whole Wheat Cereal Cooked Fat Added In Cooking,Breakfast Cereals,60,1.81,1.53,0.06
917,405,4.224853038787842,Mars Snackfood Us 3 Musketeers Bar,Sweets,436,12.75,2.6,66.89
917,150,4.096617698669434,Cookies Brownies Commercially Prepared,Cookies,405,16.3,4.8,36.61
917,246,4.032287120819092,Kfc Fried Chicken Original Recipe Wing Meat And Skin With Breading,Fast Foods,297,18.9,21.7,0.0
917,119,3.9446487426757812,Post Shredded Wheat N Bran Spoon-Size,Breakfast Cereals,339,2.06,10.93,0.75
917,134,3.641523838043213,Coffee Iced Latte,Coffee,27,1.05,1.72,2.6
917,312,3.2624311447143555,Fuji Apples,Fruits,63,0.18,0.2,11.68
917,422,3.2157680988311768,Syrups Table Blends Corn Refiner And Sugar,Sweets,319,0.0,0.0,0.0
917,1,2.8986144065856934,Bread Cinnamon,Baked Foods,253,5.29,7.05,14.11
916,172,4.766780853271484,Cookies Sugar Wafers With Creme Filling Regular,Cookies,502,23.24,3.84,42.95
916,175,4.727397441864014,Cookies Vanilla Wafers Lower Fat,Cookies,441,15.2,5.0,37.5
916,193,4.645720481872559,Gruyere Cheese,Dairy and Egg Products,413,32.34,29.81,0.36
916,28,4.611372470855713,Beans Black Mature Seeds Cooked Boiled With Salt,Beans and Lentils,132,0.54,8.86,0.32
916,64,4.315288543701172,Vegetarian Fillets,Beans and Lentils,290,18.0,23.0,0.8
916,256,4.267671585083008,Popeyes Fried Chicken Mild Wing Meat Only Skin And Breading Removed,Fast Foods,212,9.42,28.94,0.0
