CustomerID,Recency,RecencyCluster,Frequency,FrequencyCluster,Revenue,RevenueCluster,OverallScore,DayDiff,DayDiff2,DayDiff3,DayDiffMean,DayDiffStd,Segment_High-Value,Segment_Low-Value,Segment_Mid-Value,prediction
17644,20,3,259,0,2295631.43,1,4,29,58,83,41.61538462,32.64592486,0,0,1,1
14639,20,3,235,0,2179082.94,1,4,171,241,288,108.2,50.74150175,0,0,1,0
14944,44,3,229,0,2373172.63,1,4,42,73,152,64.5,32.05352666,0,0,1,1
15673,56,3,230,0,1780240.24,1,4,58,171,295,71.28571429,33.455016,0,0,1,0
17667,61,3,212,0,1795758.1,1,4,50,137,274,82.16666667,42.31036122,0,0,1,0
14112,30,3,276,0,1897291.58,1,4,73,145,321,74.85714286,53.43977474,0,0,1,0
15955,6,3,248,0,2337051.82,1,4,14,97,137,45.66666667,42.4164062,0,0,1,1
14257,23,3,234,0,2520495.13,1,4,36,61,195,75,47.08148964,0,0,1,0
12731,44,3,298,0,2654840.16,1,4,31,68,108,45.72727273,22.02312834,0,0,1,0
17663,54,3,200,0,1988956.7,1,4,44,80,133,37.76923077,31.86731305,0,0,1,0
14852,40,3,245,0,2854367.69,1,4,37,112,284,56,46.45696934,0,0,1,0
13799,16,3,106,0,1975276.8,1,4,178,328,355,66,62.05757695,0,0,1,0
16271,26,3,244,0,2036732.1,1,4,16,232,331,73.71428571,71.21730662,0,0,1,0
17682,15,3,191,0,1823465.5,1,4,28,77,132,58.44444444,26.65572692,0,0,1,0
16258,27,3,298,0,1805232.95,1,4,9,42,92,46.54545455,45.00525222,0,0,1,0
15665,68,3,286,0,2434910.95,1,4,75,243,306,116.75,55.42788107,0,0,1,0
16571,76,3,227,0,1901754.11,1,4,105,219,255,56.875,37.6845459,0,0,1,0
16303,15,3,253,0,2108403.25,1,4,218,277,309,103.2,76.62049334,0,0,1,0
14175,71,3,241,0,1892940.34,1,4,158,247,293,76,43.32666615,0,0,1,0
14221,13,3,291,0,2138135.32,1,4,36,77,93,45.36363636,40.13794396,0,0,1,1
15129,6,3,197,0,2088599.75,1,4,20,31,70,26.52631579,20.45963077,0,0,1,0
14930,8,3,278,0,2044223.14,1,4,166,362,455,124.5,69.44782214,0,0,1,0
14844,23,3,234,0,2585822.17,1,4,53,118,307,80.5,58.27435113,0,0,1,0
14907,47,3,195,0,1892041.44,1,4,213,220,232,56.875,86.44806451,0,0,1,1
13115,84,3,249,0,2060912.63,1,4,195,219,316,69.16666667,67.30651281,0,0,1,0
16279,76,3,258,0,2150104.38,1,4,209,246,310,70,69.20982589,0,0,1,0
12744,44,3,305,0,2581361.22,1,4,104,105,174,89.4,56.8357282,0,0,1,0
16145,23,3,304,0,1995118.68,1,4,27,53,103,32.92857143,14.77244986,0,0,1,1
16458,6,3,312,0,2998018,1,4,17,32,64,20.72727273,10.01038422,0,0,1,2
14766,68,3,292,0,2385345.32,1,4,45,88,198,47.875,28.61786405,0,0,1,0
17692,27,3,162,0,2157475.98,1,4,99,178,232,41.3,28.66686046,0,0,1,0
18230,73,3,111,0,1772587.31,1,4,34,79,129,70.4,45.511537,0,0,1,0
12633,29,3,291,0,2014701.78,1,4,67,158,253,79.2,28.81319142,0,0,1,0
12782,49,3,213,0,1945227.29,1,4,104,168,208,41.11111111,31.79011027,0,0,1,0
17470,27,3,135,0,1870247.82,1,4,90,121,240,42.33333333,36.86800781,0,0,1,0
18075,6,3,288,0,2708063,1,4,57,98,155,23.05882353,17.50168059,0,0,1,1
16316,57,3,261,0,2016880.66,1,4,5,49,118,33.6,26.65916561,0,0,1,0
16477,31,3,221,0,2206435.21,1,4,83,143,188,39.22222222,20.51693068,0,0,1,0
15301,13,3,272,0,1841814.66,1,4,34,59,74,30.63636364,25.03706344,0,0,1,1
17450,8,3,268,0,2489734.82,1,4,6,26,40,17.36842105,15.56067167,0,0,1,2
13198,20,3,290,0,1866642.55,1,4,36,129,198,52.33333333,24.52481736,0,0,1,0
13014,13,3,178,0,1895881.02,1,4,56,107,149,63.8,50.77105475,0,0,1,1
12766,49,3,319,0,2098397.97,1,4,91,142,185,43,26.48018127,0,0,1,0
14733,10,3,307,0,2333625.29,1,4,34,60,94,22.46153846,16.9244172,0,0,1,0
15379,69,3,263,0,2191909.03,1,4,17,39,106,33,19.76528944,0,0,1,0
14189,13,3,206,0,1873874.56,1,4,44,87,119,30.55555556,8.833333333,0,0,1,1
16745,19,3,314,0,1907119.97,1,4,11,24,43,13.71428571,6.787188966,0,0,1,1
15680,266,1,188,0,2145503.66,1,2,48,106,215,53,27.17842281,0,1,0,0
13958,279,1,227,0,1949830.07,1,2,132,211,263,88.75,33.3004004,0,1,0,0
16560,258,1,162,0,1815240.63,1,2,39,224,269,62.16666667,62.35516552,0,1,0,0
14134,282,1,180,0,1805946.87,1,2,25,59,144,34.7,26.5708696,0,1,0,0
16125,267,1,287,0,2349122.2,1,2,13,78,113,27.53846154,15.53284362,0,1,0,0
13446,330,1,192,0,2620190.1,1,2,55,97,117,23.3,14.49176011,0,1,0,0
13214,317,1,229,0,1793499.15,1,2,27,67,110,38.16666667,13.43750969,0,1,0,0
18087,190,2,87,0,1920506.37,1,3,89,98,103,37.33333333,33.2055125,0,0,1,0
13758,101,2,263,0,2519490.29,1,3,51,133,165,44.75,46.67902975,0,0,1,0
17700,113,2,282,0,2626861.41,1,3,68,168,210,52.5,23.37258603,0,0,1,0
14440,216,2,104,0,1996702.62,1,3,49,77,97,52.625,48.47366737,0,0,1,0
13931,180,2,233,0,2313403.72,1,3,112,136,177,76,60.37549172,0,0,1,0
15179,133,2,267,0,2127499.31,1,3,19,86,159,50.3,24.85982927,0,0,1,0
16497,103,2,288,0,2043315.95,1,3,65,115,130,35.53333333,25.10795738,0,0,1,0
14952,106,2,256,0,2032382.6,1,3,1,79,99,27.89473684,20.11603765,0,0,1,0
15421,115,2,304,0,2243510.62,1,3,95,170,263,73.85714286,23.96127829,0,0,1,0
16735,139,2,237,0,2491417.35,1,3,95,154,185,54.66666667,27.75337817,0,0,1,0
18145,104,2,248,0,2542375.59,1,3,108,178,226,65.875,42.02868918,0,0,1,0
17230,164,2,217,0,2721585.78,1,3,46,90,95,35.92307692,53.51395696,0,0,1,0
15674,113,2,297,0,1959941.37,1,3,2,35,41,47.09090909,45.50923982,0,0,1,0
16709,99,2,273,0,2054955.03,1,3,46,82,180,53.1,31.24971111,0,0,1,0
13317,98,2,288,0,2526491.4,1,3,41,160,187,40.61538462,31.22642701,0,0,1,0
12613,97,2,247,0,1909551.25,1,3,65,191,282,88,27.72002886,0,0,1,0
14105,139,2,279,0,3013753.76,1,3,169,200,371,120.5,65.83565397,0,0,1,0
14154,139,2,292,0,1834153.22,1,3,142,184,281,91.2,67.72517996,0,0,1,0
14146,154,2,311,0,2011028.35,1,3,103,129,191,73.5,63.53188176,0,0,1,0
13555,101,2,317,0,2184054.73,1,3,177,210,250,69.71428571,51.3085902,0,0,1,0
15321,191,2,252,0,2453248.34,1,3,146,272,308,76.6,55.77454617,0,0,1,0
13659,105,2,274,0,1808454.38,1,3,115,211,287,45.5,36.3784124,0,0,1,0
17829,198,2,171,0,2015627.76,1,3,111,126,179,89.25,71.1260618,0,0,1,0
14770,132,2,197,0,1852391.59,1,3,91,235,288,60,43.33974312,0,0,1,0
16008,104,2,226,0,2547357.17,1,3,178,184,190,35.5,48.39327527,0,0,1,0
14817,100,2,230,0,1967278.9,1,3,77,195,221,71.16666667,37.13444044,0,0,1,0
17032,447,0,237,0,1861998.55,1,1,56,105,147,45.5,9.036961141,0,1,0,0
18102,26,3,767,1,5757327.73,1,5,8,16,32,11.12727273,11.17546013,1,0,0,1
12682,0,3,820,1,7695226.46,1,5,6,19,43,16.78947368,11.20607435,1,0,0,2
14110,19,3,346,1,4152640.06,1,5,30,52,101,25.79166667,33.09009988,1,0,0,1
17865,7,3,900,1,8567361.96,1,5,7,54,69,21.75862069,14.46339017,1,0,0,1
13767,8,3,677,1,5609256.76,1,5,15,19,43,12.35294118,11.80139573,1,0,0,1
17238,36,3,918,1,2043933.93,1,5,20,48,70,27.36363636,22.92128446,1,0,0,0
15998,71,3,1262,1,4011197.48,1,5,91,191,222,47.25,30.74861416,1,0,0,0
13394,15,3,349,1,3028603.36,1,5,36,99,152,41.53333333,21.35036522,1,0,0,1
16011,19,3,350,1,2204431.04,1,5,25,57,65,28.13636364,19.42824516,1,0,0,1
14040,17,3,719,1,4635496.29,1,5,18,66,98,22.17857143,15.6087667,1,0,0,1
15061,27,3,793,1,5014859.64,1,5,7,13,29,10.18333333,8.24311046,1,0,0,1
15719,26,3,1528,1,5848072.31,1,5,29,52,73,22.66666667,9.223715253,1,0,0,1
12490,0,3,340,1,3013824.97,1,5,38,72,114,42.53333333,29.11275289,1,0,0,2
17611,23,3,1031,1,3254987.89,1,5,32,46,78,30.75,17.69589605,1,0,0,1
13097,22,3,905,1,3335524.56,1,5,51,111,137,30.8,16.69730517,1,0,0,1
13590,50,3,370,1,2393641.07,1,5,49,89,153,42,28.23527526,1,0,0,0
15984,0,3,646,1,2771377.7,1,5,10,133,183,30.38095238,26.31059899,1,0,0,1
12836,37,3,362,1,2495715.32,1,5,82,174,252,50.08333333,22.83720383,1,0,0,0
15601,22,3,751,1,8621956.35,1,5,48,81,130,26.7826087,16.56929395,1,0,0,1
17243,13,3,897,1,4907717.88,1,5,22,45,65,11.57407407,8.699602793,1,0,0,1
15750,70,3,469,1,2278061.52,1,5,113,196,204,47.33333333,49.1941115,1,0,0,0
17428,10,3,644,1,4198020.84,1,5,17,46,62,24.15384615,22.25792858,1,0,0,1
16700,21,3,462,1,3222514.33,1,5,29,58,80,34.22222222,12.48319131,1,0,0,1
16550,8,3,755,1,4223187.86,1,5,56,77,127,37,28.39674277,1,0,0,0
13269,9,3,379,1,2458241.52,1,5,41,70,109,41.86666667,29.27179693,1,0,0,1
13564,44,3,1200,1,8431009.31,1,5,210,224,244,23.72,39.5374506,1,0,0,0
15581,20,3,684,1,2125667.32,1,5,2,10,36,21.27586207,25.55511768,1,0,0,1
14667,13,3,1087,1,7024760.24,1,5,14,31,58,14.85714286,9.721917478,1,0,0,2
17377,26,3,1469,1,7195484.83,1,5,47,129,148,10.71929825,13.46391259,1,0,0,1
16126,1,3,337,1,2476447.56,1,5,83,195,278,48.92307692,28.79080159,1,0,0,0
16200,64,3,499,1,3401655.32,1,5,218,307,387,81.85714286,68.76391634,1,0,0,0
15615,5,3,783,1,7529722.54,1,5,8,16,57,19.15151515,11.55725209,1,0,0,1
12437,77,3,452,1,3819817.22,1,5,21,28,48,21.53846154,16.18451302,1,0,0,0
17716,23,3,524,1,5149901.44,1,5,54,126,144,43.85714286,34.45589632,1,0,0,1
15194,26,3,378,1,2456848.99,1,5,44,72,91,27.72727273,29.68594636,1,0,0,1
15768,15,3,1208,1,4580041.22,1,5,88,110,361,19.40625,44.77820565,1,0,0,1
14159,44,3,1228,1,3555849.25,1,5,5,25,43,45.53846154,37.50247855,1,0,0,1
17581,9,3,652,1,4038460.2,1,5,49,68,104,39.1875,15.5315539,1,0,0,0
17287,43,3,414,1,2290030.79,1,5,62,109,224,39.53333333,29.55833619,1,0,0,0
16779,6,3,940,1,8913328.24,1,5,43,57,69,14.31818182,8.998120546,1,0,0,1
13468,7,3,618,1,6737574.56,1,5,14,27,38,10.66101695,5.676965464,1,0,0,2
15856,0,3,888,1,7703583.53,1,5,3,15,40,17.66666667,12.19367518,1,0,0,2
14031,26,3,674,1,5342323.88,1,5,42,70,84,18.48484848,10.81122453,1,0,0,1
12949,14,3,679,1,7326062.88,1,5,16,92,138,44.42857143,36.48754115,1,0,0,1
13001,58,3,977,1,8410804.97,1,5,26,59,81,19.26666667,14.37654539,1,0,0,0
14755,12,3,389,1,3531214.92,1,5,30,64,95,36.70588235,14.26869259,1,0,0,1
17576,6,3,722,1,2877851.8,1,5,7,44,77,19.6875,10.30952425,1,0,0,1
18168,76,3,363,1,2226880.59,1,5,28,91,126,37.33333333,16.7616342,1,0,0,0
16558,21,3,561,1,4574550.25,1,5,17,55,71,21.96428571,18.57015156,1,0,0,1
17372,66,3,596,1,1798333.52,1,5,17,77,151,22.8,18.31210893,1,0,0,0
14713,27,3,581,1,3012162.28,1,5,59,91,140,35.82352941,18.2456683,1,0,0,0
13408,6,3,658,1,4753629.25,1,5,3,14,22,10.48333333,5.640325951,1,0,0,2
12714,6,3,628,1,4312605.31,1,5,73,100,188,62.9,21.66641025,1,0,0,0
17160,9,3,613,1,6802920.8,1,5,27,49,116,41.73333333,29.08722515,1,0,0,0
14961,54,3,534,1,5301138.17,1,5,78,92,143,38.73333333,31.53108821,1,0,0,0
15078,5,3,646,1,6934475.9,1,5,7,17,30,21.72413793,12.71921087,1,0,0,1
17389,21,3,336,1,2601464.29,1,5,7,13,23,14.27906977,18.22390578,1,0,0,1
18223,43,3,470,1,5734636.79,1,5,29,62,110,29.6,16.12582107,1,0,0,1
16746,0,3,855,1,5201740.14,1,5,19,44,61,18.67647059,8.9195753,1,0,0,2
16710,38,3,815,1,2215165.05,1,5,69,75,126,33.16666667,29.61766166,1,0,0,0
15382,84,3,460,1,3698435.69,1,5,26,111,190,78.71428571,34.62039036,1,0,0,0
17593,44,3,323,1,2057485.27,1,5,22,208,265,73.875,64.90748911,1,0,0,0
13694,7,3,1396,1,6922458.27,1,5,6,20,34,8.373333333,6.440524851,1,0,0,2
18225,13,3,457,1,3462985.89,1,5,36,91,149,32.73684211,19.89372348,1,0,0,1
13999,15,3,397,1,2730937.39,1,5,20,41,64,25.79166667,13.67313827,1,0,0,1
17920,5,3,1280,1,5228182.83,1,5,31,35,56,14.95238095,18.87307074,1,0,0,1
15260,0,3,381,1,4010215.86,1,5,42,86,103,33.31578947,30.45224427,1,0,0,0
12583,6,3,345,1,2527092.91,1,5,48,65,74,31.35,19.3643052,1,0,0,2
15555,3,3,1196,1,4346319.97,1,5,55,72,73,25.2,27.85528077,1,0,0,1
17085,23,3,987,1,4571466.94,1,5,127,176,231,25.41666667,25.74611269,1,0,0,1
15547,10,3,995,1,3830196.88,1,5,84,133,161,36.64705882,21.60133438,1,0,0,1
13319,13,3,778,1,7256344.59,1,5,21,35,56,18.23529412,9.859801533,1,0,0,1
12839,13,3,397,1,6201009.45,1,5,20,44,70,32.57894737,23.41489504,1,0,0,1
12471,7,3,938,1,8582611.09,1,5,2,48,51,16.02564103,12.4530427,1,0,0,1
16556,5,3,435,1,3889909.73,1,5,57,96,140,41.8,17.84136446,1,0,0,1
15358,20,3,910,1,6571990.04,1,5,16,58,87,25.5,12.09383602,1,0,0,1
16684,33,3,609,1,4298316.28,1,5,5,72,107,21.39285714,18.19918453,1,0,0,0
13148,33,3,690,1,3585951.68,1,5,26,99,128,37.4375,18.56149689,1,0,0,0
17364,37,3,719,1,3064731.61,1,5,67,80,118,28.33333333,18.68510994,1,0,0,0
17231,26,3,1007,1,2965608.54,1,5,64,89,137,33.66666667,14.26224964,1,0,0,0
13267,10,3,332,1,3372576,1,5,48,89,122,29.61904762,19.58181858,1,0,0,2
12540,7,3,591,1,5327103.94,1,5,30,48,79,27.17391304,14.52162079,1,0,0,1
13571,27,3,465,1,2150197.06,1,5,15,57,65,31.78947368,28.63288503,1,0,0,1
16940,69,3,510,1,2686465.09,1,5,120,281,373,93.66666667,40.37160718,1,0,0,0
14085,41,3,941,1,4038816.89,1,5,34,57,118,23.6,18.93409623,1,0,0,0
13798,7,3,622,1,7626395.68,1,5,16,22,36,7.609756098,4.583265582,1,0,0,2
15298,42,3,324,1,3682694.4,1,5,45,120,182,36.8125,18.01561822,1,0,0,1
14291,20,3,396,1,2538819.34,1,5,52,90,155,61,27.64858847,1,0,0,0
16945,13,3,385,1,3700139.58,1,5,20,51,88,36.29411765,14.8356189,1,0,0,2
16782,38,3,1651,1,3946115.57,1,5,19,66,87,19.09677419,15.14233544,1,0,0,0
16705,44,3,560,1,3844290.84,1,5,63,97,167,32.55555556,20.62329415,1,0,0,1
12709,35,3,403,1,2403943.74,1,5,13,55,82,25.86956522,14.21684132,1,0,0,1
14505,9,3,1306,1,3828595.44,1,5,95,104,159,47.76923077,24.65479617,1,0,0,1
16186,3,3,438,1,5587439,1,5,17,39,86,33,30.49954462,1,0,0,1
17861,36,3,475,1,2021875.44,1,5,20,117,183,45.61538462,27.84043361,1,0,0,0
16843,34,3,481,1,3086060.57,1,5,15,42,63,27.04545455,20.92270872,1,0,0,1
14099,20,3,471,1,2870822.19,1,5,37,50,98,38.0625,18.26643096,1,0,0,0
15805,6,3,426,1,4297237.62,1,5,69,79,80,38.9375,29.12609082,1,0,0,1
14895,10,3,689,1,5313462.64,1,5,35,72,94,34.38888889,24.20777437,1,0,0,2
16670,6,3,437,1,4073019.3,1,5,66,141,176,44.5,28.55965417,1,0,0,1
15738,9,3,431,1,3975773.72,1,5,47,74,95,19.375,11.56119762,1,0,0,1
17675,1,3,902,1,8526293.01,1,5,9,21,27,11.62962963,5.600863465,1,0,0,1
17696,8,3,344,1,2660993.68,1,5,30,47,77,28.22727273,23.62793306,1,0,0,0
14030,21,3,746,1,2450082.02,1,5,122,124,184,46.76923077,46.43481784,1,0,0,1
14702,16,3,512,1,1808018.59,1,5,39,46,165,30.65,28.01555019,1,0,0,1
18172,27,3,418,1,3688990.96,1,5,7,21,84,21.46428571,22.00249505,1,0,0,1
12957,86,3,360,1,2412124.45,1,5,18,70,153,77.42857143,60.60763743,1,0,0,0
13418,24,3,454,1,2186548.96,1,5,32,40,80,30.2,27.97668202,1,0,0,1
13668,13,3,621,1,3297501.78,1,5,23,28,53,21.20689655,14.64918162,1,0,0,0
13735,75,3,554,1,2902381.31,1,5,59,201,219,61.22222222,44.43472116,1,0,0,0
17802,80,3,459,1,2112540.64,1,5,192,196,210,78,68.18357573,1,0,0,0
14525,0,3,436,1,2204213.87,1,5,20,85,135,44.71428571,22.01547907,1,0,0,0
12683,5,3,390,1,2782465.62,1,5,79,106,115,47.76923077,35.71450183,1,0,0,2
16409,50,3,703,1,2808408.75,1,5,92,167,230,64,24.95996795,1,0,0,0
17799,63,3,780,1,2574703.52,1,5,6,79,107,40.21428571,20.64788524,1,0,0,0
13013,7,3,430,1,3288424.45,1,5,16,27,47,29.42857143,30.17709633,1,0,0,2
12472,38,3,751,1,5218822.29,1,5,41,129,179,36.6875,20.39842723,1,0,0,0
17965,34,3,722,1,2654670.36,1,5,7,20,30,24.625,20.88855002,1,0,0,1
16019,36,3,350,1,2243183.83,1,5,96,118,160,29.45,26.91991046,1,0,0,0
14796,7,3,1197,1,6927113.35,1,5,30,44,65,28.09090909,31.02366085,1,0,0,1
15867,13,3,921,1,3250339.03,1,5,30,70,83,23.53846154,13.44687553,1,0,0,1
17416,9,3,517,1,3794421.92,1,5,67,88,94,51.33333333,37.53624511,1,0,0,0
15640,21,3,601,1,5341899.53,1,5,3,19,64,30.2,18.88636378,1,0,0,1
13004,14,3,681,1,6566961.21,1,5,19,54,62,21.03448276,10.05514353,1,0,0,1
17625,40,3,571,1,2509659.04,1,5,117,306,397,116.8,53.12438235,1,0,0,0
16713,15,3,1046,1,4206799.64,1,5,28,57,120,23.42307692,19.51445224,1,0,0,1
18260,72,3,410,1,3478933.14,1,5,33,68,97,26.28571429,29.46377922,1,0,0,0
13050,6,3,907,1,5142100.74,1,5,15,42,79,20.6,14.34452917,1,0,0,1
14769,8,3,982,1,5903250.36,1,5,33,93,156,43.92857143,22.86907312,1,0,0,1
17677,0,3,586,1,4511086.51,1,5,27,42,75,23.07407407,13.70829599,1,0,0,1
13047,27,3,346,1,2733310.68,1,5,46,92,127,37.25,15.48547707,1,0,0,0
13178,33,3,627,1,4826544.29,1,5,15,38,70,34.70588235,14.29932125,1,0,0,0
14415,23,3,964,1,4873614.64,1,5,38,59,75,35.29411765,16.50668314,1,0,0,1
15044,36,3,724,1,5951944.05,1,5,40,71,105,25.52173913,19.92684248,1,0,0,0
14329,8,3,487,1,3412474.83,1,5,56,165,221,55.90909091,20.968808,1,0,0,0
