userId,movieId,rating,timestamp,title,genres
1469,122914,3.0,2019-06-19 15:48:30,Avengers: Infinity War - Part II (2019),Action|Adventure|Sci-Fi
1477,122914,5.0,2019-05-22 05:34:52,Avengers: Infinity War - Part II (2019),Action|Adventure|Sci-Fi
1480,122914,3.5,2019-05-18 15:10:50,Avengers: Infinity War - Part II (2019),Action|Adventure|Sci-Fi
1503,122914,3.5,2019-05-15 17:45:23,Avengers: Infinity War - Part II (2019),Action|Adventure|Sci-Fi
1503,200818,3.5,2019-05-30 17:16:09,John Wick: Chapter 3 – Parabellum (2019),Action|Crime|Thriller
1503,201773,4.5,2019-07-28 10:05:14,Spider-Man: Far from Home (2019),Action|Adventure|Sci-Fi
1652,122914,4.0,2019-09-05 18:24:22,Avengers: Infinity War - Part II (2019),Action|Adventure|Sci-Fi
1652,201773,4.0,2019-10-13 06:04:08,Spider-Man: Far from Home (2019),Action|Adventure|Sci-Fi
1694,122914,5.0,2019-06-24 11:29:40,Avengers: Infinity War - Part II (2019),Action|Adventure|Sci-Fi
1694,201773,5.0,2019-08-14 13:04:55,Spider-Man: Far from Home (2019),Action|Adventure|Sci-Fi
1696,122914,4.5,2019-10-26 09:31:17,Avengers: Infinity War - Part II (2019),Action|Adventure|Sci-Fi
1724,122914,3.0,2019-06-15 18:43:20,Avengers: Infinity War - Part II (2019),Action|Adventure|Sci-Fi
1745,122914,4.5,2019-05-05 00:01:05,Avengers: Infinity War - Part II (2019),Action|Adventure|Sci-Fi
1746,122914,5.0,2019-08-24 07:30:11,Avengers: Infinity War - Part II (2019),Action|Adventure|Sci-Fi
1746,200818,5.0,2019-08-24 07:36:27,John Wick: Chapter 3 – Parabellum (2019),Action|Crime|Thriller
1746,201773,1.0,2019-08-24 07:30:04,Spider-Man: Far from Home (2019),Action|Adventure|Sci-Fi
1746,204698,5.0,2019-11-18 04:28:46,Joker (2019),Crime|Drama|Thriller
1812,122914,3.5,2019-06-06 20:14:18,Avengers: Infinity War - Part II (2019),Action|Adventure|Sci-Fi
1812,200818,4.0,2019-06-02 14:14:07,John Wick: Chapter 3 – Parabellum (2019),Action|Crime|Thriller
1831,204698,4.5,2019-10-22 18:49:21,Joker (2019),Crime|Drama|Thriller
1857,122914,4.0,2019-05-15 13:16:14,Avengers: Infinity War - Part II (2019),Action|Adventure|Sci-Fi
1857,200818,4.0,2019-06-26 05:51:13,John Wick: Chapter 3 – Parabellum (2019),Action|Crime|Thriller
1857,202429,4.0,2019-10-01 02:36:49,Once Upon a Time in Hollywood (2019),Comedy|Drama
1932,122914,3.5,2019-07-03 18:19:13,Avengers: Infinity War - Part II (2019),Action|Adventure|Sci-Fi
1955,202429,4.0,2019-10-17 17:45:06,Once Upon a Time in Hollywood (2019),Comedy|Drama
1977,122914,5.0,2019-11-11 19:47:25,Avengers: Infinity War - Part II (2019),Action|Adventure|Sci-Fi
2003,122914,4.0,2019-05-04 01:34:24,Avengers: Infinity War - Part II (2019),Action|Adventure|Sci-Fi
2003,200818,4.0,2019-09-23 22:04:14,John Wick: Chapter 3 – Parabellum (2019),Action|Crime|Thriller
2111,122914,3.5,2019-07-28 00:34:21,Avengers: Infinity War - Part II (2019),Action|Adventure|Sci-Fi
2111,201773,2.5,2019-07-28 00:34:28,Spider-Man: Far from Home (2019),Action|Adventure|Sci-Fi
2111,202429,2.5,2019-11-04 20:29:00,Once Upon a Time in Hollywood (2019),Comedy|Drama
2111,204698,2.5,2019-11-04 20:28:56,Joker (2019),Crime|Drama|Thriller
2148,122914,2.5,2019-09-19 09:56:09,Avengers: Infinity War - Part II (2019),Action|Adventure|Sci-Fi
2148,202429,4.0,2019-09-19 09:56:11,Once Upon a Time in Hollywood (2019),Comedy|Drama
2192,122914,4.5,2019-04-22 17:55:39,Avengers: Infinity War - Part II (2019),Action|Adventure|Sci-Fi
2290,204698,5.0,2019-10-14 17:28:37,Joker (2019),Crime|Drama|Thriller
2320,202429,4.0,2019-09-19 05:28:24,Once Upon a Time in Hollywood (2019),Comedy|Drama
2389,122914,4.0,2019-05-27 23:38:10,Avengers: Infinity War - Part II (2019),Action|Adventure|Sci-Fi
2519,122914,3.0,2019-10-26 23:20:01,Avengers: Infinity War - Part II (2019),Action|Adventure|Sci-Fi
2725,204698,4.0,2019-10-27 17:24:49,Joker (2019),Crime|Drama|Thriller
2738,122914,0.5,2019-06-22 06:52:39,Avengers: Infinity War - Part II (2019),Action|Adventure|Sci-Fi
2748,202429,4.0,2019-09-13 08:31:47,Once Upon a Time in Hollywood (2019),Comedy|Drama
2773,202429,4.0,2019-10-14 17:14:26,Once Upon a Time in Hollywood (2019),Comedy|Drama
2786,122914,4.5,2019-05-25 00:03:10,Avengers: Infinity War - Part II (2019),Action|Adventure|Sci-Fi
2786,204698,3.5,2019-10-24 11:17:14,Joker (2019),Crime|Drama|Thriller
2867,122914,4.0,2019-05-09 08:22:07,Avengers: Infinity War - Part II (2019),Action|Adventure|Sci-Fi
2885,122914,2.5,2019-06-17 16:49:17,Avengers: Infinity War - Part II (2019),Action|Adventure|Sci-Fi
2889,122914,1.5,2019-08-10 11:37:45,Avengers: Infinity War - Part II (2019),Action|Adventure|Sci-Fi
3013,200818,4.0,2019-08-04 15:27:54,John Wick: Chapter 3 – Parabellum (2019),Action|Crime|Thriller
3013,204698,4.0,2019-10-12 14:12:36,Joker (2019),Crime|Drama|Thriller
3063,202429,2.5,2019-09-07 22:55:33,Once Upon a Time in Hollywood (2019),Comedy|Drama
3083,200818,3.5,2019-09-28 19:28:28,John Wick: Chapter 3 – Parabellum (2019),Action|Crime|Thriller
3116,122914,3.5,2019-09-02 18:40:00,Avengers: Infinity War - Part II (2019),Action|Adventure|Sci-Fi
3148,122914,5.0,2019-04-26 16:04:23,Avengers: Infinity War - Part II (2019),Action|Adventure|Sci-Fi
3148,202429,0.5,2019-07-29 04:36:15,Once Upon a Time in Hollywood (2019),Comedy|Drama
3148,204698,4.0,2019-10-07 01:49:00,Joker (2019),Crime|Drama|Thriller
3150,204698,4.5,2019-11-20 07:35:54,Joker (2019),Crime|Drama|Thriller
3202,202429,5.0,2019-11-07 18:40:01,Once Upon a Time in Hollywood (2019),Comedy|Drama
3202,204698,5.0,2019-11-07 18:39:53,Joker (2019),Crime|Drama|Thriller
3225,122914,3.5,2019-08-03 11:55:43,Avengers: Infinity War - Part II (2019),Action|Adventure|Sci-Fi
3336,122914,4.0,2019-06-23 12:15:52,Avengers: Infinity War - Part II (2019),Action|Adventure|Sci-Fi
3385,202429,4.5,2019-09-19 11:00:50,Once Upon a Time in Hollywood (2019),Comedy|Drama
3394,200818,4.0,2019-06-18 06:30:35,John Wick: Chapter 3 – Parabellum (2019),Action|Crime|Thriller
3444,122914,4.0,2019-07-03 17:00:55,Avengers: Infinity War - Part II (2019),Action|Adventure|Sci-Fi
3444,200818,4.0,2019-07-03 17:19:26,John Wick: Chapter 3 – Parabellum (2019),Action|Crime|Thriller
3444,201773,4.5,2019-10-05 12:42:36,Spider-Man: Far from Home (2019),Action|Adventure|Sci-Fi
3444,204698,4.5,2019-10-05 12:42:07,Joker (2019),Crime|Drama|Thriller
3445,202429,3.5,2019-09-15 17:36:09,Once Upon a Time in Hollywood (2019),Comedy|Drama
3445,204698,4.0,2019-11-20 17:18:48,Joker (2019),Crime|Drama|Thriller
3448,122914,4.5,2019-05-07 13:44:02,Avengers: Infinity War - Part II (2019),Action|Adventure|Sci-Fi
3448,201773,4.0,2019-07-25 12:26:11,Spider-Man: Far from Home (2019),Action|Adventure|Sci-Fi
3484,122914,3.5,2019-05-01 14:52:07,Avengers: Infinity War - Part II (2019),Action|Adventure|Sci-Fi
3492,122914,4.0,2019-07-13 03:25:06,Avengers: Infinity War - Part II (2019),Action|Adventure|Sci-Fi
3503,200818,1.0,2019-06-06 01:33:40,John Wick: Chapter 3 – Parabellum (2019),Action|Crime|Thriller
3546,122914,3.5,2019-07-20 14:57:47,Avengers: Infinity War - Part II (2019),Action|Adventure|Sci-Fi
3546,202429,4.5,2019-09-16 19:23:47,Once Upon a Time in Hollywood (2019),Comedy|Drama
3660,200818,3.5,2019-09-15 06:26:32,John Wick: Chapter 3 – Parabellum (2019),Action|Crime|Thriller
3741,122914,4.0,2019-05-14 08:22:19,Avengers: Infinity War - Part II (2019),Action|Adventure|Sci-Fi
3741,204698,4.0,2019-11-15 16:15:27,Joker (2019),Crime|Drama|Thriller
3747,122914,3.0,2019-05-01 15:38:38,Avengers: Infinity War - Part II (2019),Action|Adventure|Sci-Fi
3807,122914,3.5,2019-08-13 15:34:16,Avengers: Infinity War - Part II (2019),Action|Adventure|Sci-Fi
3807,202429,4.0,2019-08-25 15:09:17,Once Upon a Time in Hollywood (2019),Comedy|Drama
3807,204698,4.0,2019-10-16 11:12:16,Joker (2019),Crime|Drama|Thriller
3814,122914,4.5,2019-05-19 18:04:13,Avengers: Infinity War - Part II (2019),Action|Adventure|Sci-Fi
3842,122914,3.0,2019-08-04 23:54:25,Avengers: Infinity War - Part II (2019),Action|Adventure|Sci-Fi
3842,201773,3.0,2019-08-06 11:10:37,Spider-Man: Far from Home (2019),Action|Adventure|Sci-Fi
3842,202429,4.0,2019-11-11 16:54:18,Once Upon a Time in Hollywood (2019),Comedy|Drama
3842,204698,4.0,2019-11-11 16:54:13,Joker (2019),Crime|Drama|Thriller
3987,122914,4.5,2019-10-09 21:47:24,Avengers: Infinity War - Part II (2019),Action|Adventure|Sci-Fi
4035,202429,4.5,2019-10-22 21:45:50,Once Upon a Time in Hollywood (2019),Comedy|Drama
4035,204698,4.0,2019-10-22 21:45:44,Joker (2019),Crime|Drama|Thriller
4060,122914,3.5,2019-10-05 16:08:33,Avengers: Infinity War - Part II (2019),Action|Adventure|Sci-Fi
4060,200818,4.0,2019-08-25 06:24:14,John Wick: Chapter 3 – Parabellum (2019),Action|Crime|Thriller
4060,202429,3.5,2019-08-25 06:25:38,Once Upon a Time in Hollywood (2019),Comedy|Drama
4060,204698,4.5,2019-11-17 16:22:13,Joker (2019),Crime|Drama|Thriller
4085,122914,4.0,2019-10-10 16:43:06,Avengers: Infinity War - Part II (2019),Action|Adventure|Sci-Fi
4085,202429,4.0,2019-10-10 16:39:39,Once Upon a Time in Hollywood (2019),Comedy|Drama
4085,204698,3.5,2019-10-29 15:15:40,Joker (2019),Crime|Drama|Thriller
4087,122914,3.5,2019-07-14 22:27:00,Avengers: Infinity War - Part II (2019),Action|Adventure|Sci-Fi
4087,201773,5.0,2019-07-14 22:26:49,Spider-Man: Far from Home (2019),Action|Adventure|Sci-Fi
4152,201773,2.0,2019-07-08 14:21:03,Spider-Man: Far from Home (2019),Action|Adventure|Sci-Fi
4152,202429,4.0,2019-08-21 18:11:33,Once Upon a Time in Hollywood (2019),Comedy|Drama
4178,204698,3.5,2019-11-15 10:38:08,Joker (2019),Crime|Drama|Thriller
4246,122914,3.0,2019-08-31 22:22:46,Avengers: Infinity War - Part II (2019),Action|Adventure|Sci-Fi
4253,122914,3.5,2015-11-19 11:08:51,Avengers: Infinity War - Part II (2019),Action|Adventure|Sci-Fi
4333,122914,3.0,2019-09-19 06:11:37,Avengers: Infinity War - Part II (2019),Action|Adventure|Sci-Fi
4383,122914,4.0,2019-08-16 07:17:48,Avengers: Infinity War - Part II (2019),Action|Adventure|Sci-Fi
4383,201773,2.0,2019-10-21 00:19:34,Spider-Man: Far from Home (2019),Action|Adventure|Sci-Fi
4383,204698,5.0,2019-10-21 00:18:23,Joker (2019),Crime|Drama|Thriller
4401,122914,4.5,2019-08-10 18:45:17,Avengers: Infinity War - Part II (2019),Action|Adventure|Sci-Fi
4429,122914,4.0,2019-04-27 20:58:37,Avengers: Infinity War - Part II (2019),Action|Adventure|Sci-Fi
4429,200818,4.5,2019-07-11 12:29:08,John Wick: Chapter 3 – Parabellum (2019),Action|Crime|Thriller
4429,201773,3.5,2019-09-29 19:36:35,Spider-Man: Far from Home (2019),Action|Adventure|Sci-Fi
4515,122914,5.0,2019-04-25 09:27:51,Avengers: Infinity War - Part II (2019),Action|Adventure|Sci-Fi
4515,201773,5.0,2019-07-20 08:11:48,Spider-Man: Far from Home (2019),Action|Adventure|Sci-Fi
4515,202429,4.0,2019-08-15 10:01:08,Once Upon a Time in Hollywood (2019),Comedy|Drama
4515,204698,5.0,2019-10-07 07:24:16,Joker (2019),Crime|Drama|Thriller
4518,201773,2.0,2019-07-03 12:10:30,Spider-Man: Far from Home (2019),Action|Adventure|Sci-Fi
4518,204698,3.0,2019-10-15 05:31:47,Joker (2019),Crime|Drama|Thriller
4536,202429,3.0,2019-09-29 08:21:27,Once Upon a Time in Hollywood (2019),Comedy|Drama
4576,122914,5.0,2019-05-07 21:58:13,Avengers: Infinity War - Part II (2019),Action|Adventure|Sci-Fi
4642,122914,4.5,2019-11-12 03:43:21,Avengers: Infinity War - Part II (2019),Action|Adventure|Sci-Fi
4642,200818,3.5,2019-11-12 03:45:10,John Wick: Chapter 3 – Parabellum (2019),Action|Crime|Thriller
4642,201773,4.0,2019-11-12 03:48:19,Spider-Man: Far from Home (2019),Action|Adventure|Sci-Fi
4677,122914,2.5,2019-09-15 12:12:32,Avengers: Infinity War - Part II (2019),Action|Adventure|Sci-Fi
4766,122914,4.0,2019-09-19 12:58:13,Avengers: Infinity War - Part II (2019),Action|Adventure|Sci-Fi
4766,202429,4.0,2019-09-19 12:58:10,Once Upon a Time in Hollywood (2019),Comedy|Drama
4775,122914,5.0,2019-10-03 11:26:17,Avengers: Infinity War - Part II (2019),Action|Adventure|Sci-Fi
4802,122914,3.0,2019-05-19 13:04:38,Avengers: Infinity War - Part II (2019),Action|Adventure|Sci-Fi
4802,200818,3.5,2019-06-01 02:15:04,John Wick: Chapter 3 – Parabellum (2019),Action|Crime|Thriller
4802,202429,4.0,2019-09-18 14:23:02,Once Upon a Time in Hollywood (2019),Comedy|Drama
4802,204698,4.5,2019-10-13 07:44:23,Joker (2019),Crime|Drama|Thriller
4817,122914,4.5,2019-09-22 15:47:31,Avengers: Infinity War - Part II (2019),Action|Adventure|Sci-Fi
4817,202429,4.0,2019-09-22 15:47:36,Once Upon a Time in Hollywood (2019),Comedy|Drama
4825,122914,3.0,2019-07-21 13:47:40,Avengers: Infinity War - Part II (2019),Action|Adventure|Sci-Fi
4825,201773,3.0,2019-10-21 10:33:10,Spider-Man: Far from Home (2019),Action|Adventure|Sci-Fi
4825,202429,4.0,2019-10-30 12:01:19,Once Upon a Time in Hollywood (2019),Comedy|Drama
4825,204698,4.0,2019-10-20 13:44:56,Joker (2019),Crime|Drama|Thriller
4979,200818,4.0,2019-09-19 15:07:20,John Wick: Chapter 3 – Parabellum (2019),Action|Crime|Thriller
4980,202429,5.0,2019-09-09 09:34:21,Once Upon a Time in Hollywood (2019),Comedy|Drama
5051,122914,3.0,2019-09-04 19:03:47,Avengers: Infinity War - Part II (2019),Action|Adventure|Sci-Fi
5051,200818,3.5,2019-09-04 19:21:21,John Wick: Chapter 3 – Parabellum (2019),Action|Crime|Thriller
5051,201773,3.0,2019-09-04 18:58:29,Spider-Man: Far from Home (2019),Action|Adventure|Sci-Fi
5051,202429,3.5,2019-09-04 18:58:20,Once Upon a Time in Hollywood (2019),Comedy|Drama
5072,122914,1.5,2019-09-14 12:41:58,Avengers: Infinity War - Part II (2019),Action|Adventure|Sci-Fi
5114,122914,3.0,2019-04-30 01:01:18,Avengers: Infinity War - Part II (2019),Action|Adventure|Sci-Fi
5114,201773,3.0,2019-07-26 06:58:39,Spider-Man: Far from Home (2019),Action|Adventure|Sci-Fi
5114,204698,2.0,2019-10-13 14:40:38,Joker (2019),Crime|Drama|Thriller
5119,122914,3.5,2019-05-12 11:36:50,Avengers: Infinity War - Part II (2019),Action|Adventure|Sci-Fi
5149,202429,4.5,2019-08-24 13:15:52,Once Upon a Time in Hollywood (2019),Comedy|Drama
5183,122914,5.0,2019-04-29 04:08:27,Avengers: Infinity War - Part II (2019),Action|Adventure|Sci-Fi
5183,201773,5.0,2019-08-02 00:38:17,Spider-Man: Far from Home (2019),Action|Adventure|Sci-Fi
5232,201773,3.0,2019-07-05 13:57:08,Spider-Man: Far from Home (2019),Action|Adventure|Sci-Fi
5264,122914,4.0,2019-05-03 19:07:55,Avengers: Infinity War - Part II (2019),Action|Adventure|Sci-Fi
5264,204698,4.5,2019-10-08 14:00:21,Joker (2019),Crime|Drama|Thriller
5413,200818,1.5,2019-09-16 15:21:59,John Wick: Chapter 3 – Parabellum (2019),Action|Crime|Thriller
5418,122914,4.0,2019-11-02 17:15:07,Avengers: Infinity War - Part II (2019),Action|Adventure|Sci-Fi
5418,201773,4.0,2019-11-02 17:15:39,Spider-Man: Far from Home (2019),Action|Adventure|Sci-Fi
5418,204698,4.5,2019-11-02 17:17:14,Joker (2019),Crime|Drama|Thriller
5465,122914,4.5,2019-08-24 14:52:30,Avengers: Infinity War - Part II (2019),Action|Adventure|Sci-Fi
5465,200818,4.5,2019-08-24 14:52:42,John Wick: Chapter 3 – Parabellum (2019),Action|Crime|Thriller
5472,122914,4.0,2019-06-15 00:46:35,Avengers: Infinity War - Part II (2019),Action|Adventure|Sci-Fi
5472,204698,4.0,2019-10-11 23:46:21,Joker (2019),Crime|Drama|Thriller
5551,122914,2.5,2019-10-06 12:25:27,Avengers: Infinity War - Part II (2019),Action|Adventure|Sci-Fi
5551,202429,3.0,2019-10-06 12:25:12,Once Upon a Time in Hollywood (2019),Comedy|Drama
5574,122914,5.0,2019-10-09 04:38:41,Avengers: Infinity War - Part II (2019),Action|Adventure|Sci-Fi
5574,201773,4.0,2019-10-09 04:42:51,Spider-Man: Far from Home (2019),Action|Adventure|Sci-Fi
5574,202429,4.0,2019-10-09 04:38:43,Once Upon a Time in Hollywood (2019),Comedy|Drama
5574,204698,5.0,2019-10-09 04:38:36,Joker (2019),Crime|Drama|Thriller
5676,122914,4.5,2019-11-03 13:22:15,Avengers: Infinity War - Part II (2019),Action|Adventure|Sci-Fi
5694,122914,5.0,2019-04-25 17:42:59,Avengers: Infinity War - Part II (2019),Action|Adventure|Sci-Fi
5694,201773,3.5,2019-07-21 14:51:47,Spider-Man: Far from Home (2019),Action|Adventure|Sci-Fi
5694,202429,4.0,2019-08-25 12:10:43,Once Upon a Time in Hollywood (2019),Comedy|Drama
5694,204698,4.5,2019-10-09 07:13:30,Joker (2019),Crime|Drama|Thriller
5808,122914,2.0,2019-08-15 17:43:47,Avengers: Infinity War - Part II (2019),Action|Adventure|Sci-Fi
5808,201773,2.0,2019-08-15 17:43:49,Spider-Man: Far from Home (2019),Action|Adventure|Sci-Fi
5808,204698,3.5,2019-10-09 14:34:47,Joker (2019),Crime|Drama|Thriller
5819,122914,5.0,2019-09-08 09:09:33,Avengers: Infinity War - Part II (2019),Action|Adventure|Sci-Fi
5882,122914,4.5,2019-11-17 13:47:52,Avengers: Infinity War - Part II (2019),Action|Adventure|Sci-Fi
5882,200818,5.0,2019-11-17 14:24:29,John Wick: Chapter 3 – Parabellum (2019),Action|Crime|Thriller
5882,201773,2.0,2019-11-17 13:48:06,Spider-Man: Far from Home (2019),Action|Adventure|Sci-Fi
5882,202429,3.0,2019-11-17 13:47:58,Once Upon a Time in Hollywood (2019),Comedy|Drama
5882,204698,5.0,2019-11-17 13:47:45,Joker (2019),Crime|Drama|Thriller
5937,122914,5.0,2019-08-04 18:20:51,Avengers: Infinity War - Part II (2019),Action|Adventure|Sci-Fi
6075,122914,4.5,2019-08-17 17:11:37,Avengers: Infinity War - Part II (2019),Action|Adventure|Sci-Fi
6075,202429,3.5,2019-08-31 00:23:47,Once Upon a Time in Hollywood (2019),Comedy|Drama
6083,200818,3.5,2019-09-12 18:14:20,John Wick: Chapter 3 – Parabellum (2019),Action|Crime|Thriller
6089,204698,4.5,2019-11-18 06:52:47,Joker (2019),Crime|Drama|Thriller
6095,202429,5.0,2019-08-27 11:41:06,Once Upon a Time in Hollywood (2019),Comedy|Drama
6115,122914,2.0,2019-06-05 01:33:59,Avengers: Infinity War - Part II (2019),Action|Adventure|Sci-Fi
6115,200818,3.5,2019-09-16 14:50:34,John Wick: Chapter 3 – Parabellum (2019),Action|Crime|Thriller
6115,201773,4.5,2019-07-09 15:35:11,Spider-Man: Far from Home (2019),Action|Adventure|Sci-Fi
6115,204698,4.5,2019-10-13 18:11:49,Joker (2019),Crime|Drama|Thriller
6172,204698,4.0,2019-11-08 10:35:00,Joker (2019),Crime|Drama|Thriller
6184,122914,5.0,2019-06-19 13:14:13,Avengers: Infinity War - Part II (2019),Action|Adventure|Sci-Fi
6281,122914,4.0,2019-04-30 00:24:35,Avengers: Infinity War - Part II (2019),Action|Adventure|Sci-Fi
6304,122914,5.0,2019-09-27 19:05:16,Avengers: Infinity War - Part II (2019),Action|Adventure|Sci-Fi
6304,201773,5.0,2019-09-27 19:13:48,Spider-Man: Far from Home (2019),Action|Adventure|Sci-Fi
6304,202429,4.0,2019-09-27 19:05:14,Once Upon a Time in Hollywood (2019),Comedy|Drama
6325,204698,4.0,2019-10-08 00:07:41,Joker (2019),Crime|Drama|Thriller
6414,122914,5.0,2019-06-19 00:29:35,Avengers: Infinity War - Part II (2019),Action|Adventure|Sci-Fi
6454,122914,3.0,2019-08-01 18:41:15,Avengers: Infinity War - Part II (2019),Action|Adventure|Sci-Fi
6467,122914,4.5,2019-08-18 12:58:03,Avengers: Infinity War - Part II (2019),Action|Adventure|Sci-Fi
6481,122914,4.0,2019-08-30 17:01:03,Avengers: Infinity War - Part II (2019),Action|Adventure|Sci-Fi
6481,202429,5.0,2019-09-14 20:10:26,Once Upon a Time in Hollywood (2019),Comedy|Drama
6497,122914,2.0,2019-05-07 13:17:11,Avengers: Infinity War - Part II (2019),Action|Adventure|Sci-Fi
6497,200818,2.5,2019-08-28 04:49:16,John Wick: Chapter 3 – Parabellum (2019),Action|Crime|Thriller
