year,All_movies,Adventure,Animation,Children,Comedy,Fantasy,Romance,Drama,Action,Crime,Thriller,Horror,Mystery,Sci-Fi,IMAX,Documentary,War,Musical,Western,Film-Noir,(no genres listed)
1927.0,62,4.0,2.0,1.0,15.0,0.0,23.0,34.0,1.0,3.0,1.0,4.0,1.0,2.0,0.0,3.0,3.0,1.0,0.0,1.0,7.0
1928.0,77,2.0,3.0,2.0,23.0,4.0,16.0,46.0,4.0,3.0,1.0,3.0,2.0,1.0,0.0,2.0,6.0,1.0,2.0,1.0,4.0
1929.0,117,7.0,6.0,1.0,21.0,2.0,20.0,62.0,2.0,5.0,3.0,1.0,6.0,1.0,0.0,3.0,1.0,9.0,2.0,0.0,21.0
1930.0,129,4.0,12.0,0.0,44.0,1.0,34.0,62.0,3.0,12.0,3.0,0.0,6.0,1.0,0.0,5.0,8.0,14.0,4.0,1.0,14.0
1931.0,173,5.0,18.0,1.0,49.0,0.0,49.0,89.0,6.0,21.0,6.0,8.0,9.0,2.0,0.0,4.0,4.0,7.0,2.0,2.0,17.0
1932.0,215,13.0,28.0,3.0,67.0,4.0,51.0,103.0,6.0,21.0,9.0,12.0,16.0,3.0,0.0,1.0,5.0,2.0,8.0,3.0,15.0
1933.0,218,11.0,23.0,5.0,64.0,6.0,57.0,98.0,13.0,16.0,8.0,12.0,15.0,4.0,0.0,2.0,10.0,12.0,10.0,0.0,24.0
1934.0,219,10.0,17.0,6.0,73.0,6.0,65.0,86.0,9.0,20.0,7.0,5.0,16.0,2.0,0.0,4.0,9.0,15.0,12.0,0.0,29.0
1935.0,227,16.0,17.0,7.0,79.0,8.0,71.0,88.0,15.0,24.0,10.0,9.0,19.0,7.0,0.0,1.0,3.0,12.0,12.0,1.0,34.0
1936.0,230,13.0,15.0,5.0,80.0,5.0,66.0,86.0,9.0,27.0,12.0,9.0,15.0,7.0,0.0,2.0,6.0,20.0,14.0,1.0,23.0
1937.0,235,22.0,15.0,5.0,78.0,5.0,77.0,110.0,12.0,27.0,15.0,1.0,13.0,2.0,0.0,0.0,10.0,14.0,8.0,3.0,24.0
1938.0,209,12.0,17.0,7.0,77.0,4.0,62.0,82.0,5.0,24.0,7.0,2.0,20.0,2.0,0.0,3.0,8.0,13.0,8.0,2.0,20.0
1939.0,214,26.0,12.0,7.0,67.0,5.0,51.0,98.0,15.0,39.0,21.0,7.0,25.0,4.0,0.0,0.0,9.0,11.0,18.0,0.0,8.0
1940.0,223,22.0,17.0,11.0,78.0,8.0,55.0,99.0,14.0,25.0,18.0,10.0,24.0,9.0,0.0,2.0,9.0,13.0,21.0,4.0,10.0
1941.0,232,12.0,24.0,6.0,107.0,9.0,67.0,85.0,13.0,26.0,20.0,10.0,23.0,3.0,0.0,1.0,15.0,18.0,14.0,9.0,10.0
1942.0,257,11.0,24.0,9.0,84.0,7.0,62.0,98.0,19.0,28.0,22.0,11.0,31.0,2.0,0.0,4.0,37.0,12.0,11.0,6.0,23.0
1943.0,223,10.0,22.0,7.0,69.0,7.0,50.0,85.0,10.0,14.0,18.0,11.0,18.0,3.0,0.0,7.0,43.0,17.0,16.0,4.0,16.0
1944.0,212,13.0,20.0,5.0,59.0,7.0,40.0,88.0,8.0,21.0,18.0,19.0,26.0,5.0,0.0,3.0,33.0,15.0,10.0,10.0,13.0
1945.0,219,14.0,20.0,5.0,57.0,7.0,38.0,87.0,5.0,19.0,21.0,14.0,31.0,0.0,0.0,8.0,28.0,13.0,7.0,17.0,17.0
1946.0,217,9.0,21.0,14.0,38.0,8.0,40.0,103.0,10.0,41.0,28.0,13.0,32.0,1.0,0.0,1.0,11.0,10.0,14.0,20.0,12.0
1947.0,232,21.0,17.0,7.0,63.0,6.0,51.0,109.0,14.0,38.0,26.0,1.0,22.0,1.0,0.0,2.0,5.0,9.0,14.0,34.0,24.0
1948.0,245,16.0,21.0,14.0,56.0,8.0,41.0,108.0,21.0,40.0,33.0,4.0,18.0,2.0,0.0,4.0,10.0,13.0,27.0,24.0,21.0
1949.0,266,17.0,25.0,16.0,64.0,8.0,51.0,137.0,16.0,41.0,22.0,2.0,16.0,2.0,0.0,2.0,7.0,8.0,13.0,31.0,21.0
1950.0,279,22.0,20.0,11.0,64.0,5.0,50.0,124.0,26.0,50.0,17.0,1.0,16.0,5.0,0.0,1.0,10.0,13.0,38.0,29.0,19.0
1951.0,268,20.0,18.0,9.0,67.0,8.0,44.0,117.0,21.0,40.0,29.0,4.0,9.0,14.0,0.0,2.0,19.0,17.0,28.0,20.0,21.0
1952.0,287,31.0,24.0,11.0,74.0,10.0,41.0,125.0,26.0,28.0,23.0,4.0,9.0,8.0,0.0,1.0,12.0,13.0,40.0,12.0,15.0
1953.0,304,31.0,15.0,9.0,65.0,3.0,59.0,125.0,20.0,27.0,25.0,6.0,11.0,17.0,0.0,5.0,19.0,19.0,26.0,11.0,27.0
1954.0,285,38.0,20.0,11.0,61.0,7.0,44.0,121.0,18.0,31.0,27.0,9.0,12.0,15.0,0.0,2.0,14.0,11.0,34.0,9.0,26.0
1955.0,315,28.0,22.0,14.0,64.0,11.0,55.0,152.0,23.0,43.0,19.0,13.0,12.0,13.0,0.0,4.0,17.0,15.0,30.0,17.0,27.0
1956.0,294,27.0,21.0,8.0,59.0,7.0,41.0,126.0,20.0,27.0,20.0,13.0,12.0,20.0,0.0,6.0,23.0,12.0,34.0,8.0,26.0
1957.0,336,24.0,13.0,14.0,68.0,13.0,47.0,149.0,16.0,28.0,17.0,30.0,9.0,28.0,0.0,5.0,26.0,12.0,34.0,6.0,25.0
1958.0,309,30.0,4.0,4.0,54.0,9.0,35.0,134.0,21.0,35.0,25.0,34.0,12.0,34.0,0.0,7.0,28.0,5.0,28.0,8.0,29.0
1959.0,304,30.0,7.0,8.0,55.0,9.0,38.0,131.0,28.0,38.0,30.0,29.0,14.0,27.0,0.0,4.0,33.0,7.0,23.0,0.0,31.0
1960.0,269,26.0,2.0,8.0,59.0,10.0,48.0,142.0,19.0,36.0,21.0,25.0,10.0,15.0,0.0,5.0,18.0,10.0,16.0,2.0,15.0
1961.0,289,35.0,4.0,10.0,72.0,18.0,42.0,130.0,17.0,27.0,19.0,25.0,18.0,18.0,0.0,6.0,13.0,6.0,13.0,1.0,29.0
1962.0,289,36.0,9.0,10.0,70.0,16.0,28.0,141.0,21.0,28.0,21.0,24.0,10.0,14.0,0.0,4.0,20.0,10.0,8.0,0.0,29.0
1963.0,317,35.0,4.0,12.0,92.0,9.0,34.0,122.0,28.0,30.0,22.0,24.0,13.0,13.0,0.0,11.0,19.0,8.0,7.0,1.0,37.0
1964.0,367,45.0,11.0,17.0,114.0,20.0,39.0,130.0,33.0,32.0,37.0,34.0,12.0,10.0,0.0,19.0,25.0,12.0,23.0,2.0,31.0
1965.0,362,38.0,12.0,10.0,95.0,11.0,40.0,153.0,43.0,25.0,34.0,29.0,20.0,32.0,0.0,11.0,27.0,8.0,26.0,1.0,30.0
1966.0,404,57.0,14.0,19.0,106.0,15.0,34.0,137.0,55.0,41.0,25.0,33.0,19.0,28.0,0.0,13.0,23.0,5.0,46.0,1.0,34.0
1967.0,388,40.0,10.0,14.0,103.0,11.0,34.0,149.0,52.0,41.0,42.0,28.0,11.0,24.0,0.0,18.0,20.0,15.0,38.0,0.0,37.0
1968.0,458,38.0,15.0,18.0,108.0,18.0,38.0,167.0,56.0,61.0,52.0,41.0,20.0,27.0,0.0,22.0,21.0,15.0,49.0,0.0,43.0
1969.0,443,37.0,13.0,15.0,108.0,14.0,39.0,202.0,51.0,33.0,42.0,23.0,15.0,21.0,0.0,15.0,32.0,6.0,41.0,0.0,49.0
1970.0,491,27.0,14.0,21.0,114.0,25.0,44.0,228.0,59.0,35.0,38.0,57.0,23.0,25.0,0.0,17.0,32.0,9.0,37.0,0.0,48.0
1971.0,534,34.0,12.0,15.0,117.0,12.0,27.0,210.0,70.0,56.0,78.0,86.0,34.0,26.0,0.0,24.0,21.0,10.0,50.0,0.0,39.0
1972.0,556,30.0,10.0,23.0,128.0,17.0,28.0,221.0,72.0,61.0,85.0,93.0,44.0,22.0,0.0,30.0,13.0,14.0,31.0,1.0,49.0
1973.0,515,34.0,16.0,16.0,91.0,13.0,27.0,215.0,87.0,108.0,84.0,101.0,28.0,34.0,0.0,15.0,12.0,10.0,21.0,1.0,45.0
1974.0,511,30.0,18.0,26.0,103.0,20.0,34.0,217.0,96.0,74.0,77.0,68.0,22.0,21.0,0.0,18.0,12.0,4.0,14.0,1.0,51.0
1975.0,448,29.0,10.0,17.0,108.0,18.0,37.0,174.0,63.0,64.0,61.0,50.0,33.0,18.0,0.0,12.0,11.0,11.0,24.0,0.0,53.0
1976.0,490,39.0,10.0,22.0,119.0,18.0,30.0,203.0,93.0,67.0,78.0,53.0,26.0,15.0,0.0,20.0,17.0,10.0,17.0,1.0,46.0
1977.0,469,48.0,25.0,24.0,109.0,23.0,39.0,191.0,76.0,44.0,69.0,58.0,21.0,29.0,0.0,19.0,19.0,9.0,8.0,0.0,39.0
1978.0,457,34.0,19.0,22.0,110.0,14.0,36.0,169.0,77.0,44.0,59.0,60.0,24.0,29.0,0.0,21.0,9.0,8.0,8.0,1.0,52.0
1979.0,487,35.0,18.0,25.0,132.0,16.0,49.0,188.0,77.0,40.0,39.0,44.0,22.0,35.0,0.0,15.0,16.0,5.0,11.0,0.0,58.0
1980.0,470,33.0,10.0,13.0,139.0,15.0,47.0,160.0,68.0,31.0,47.0,67.0,18.0,40.0,0.0,20.0,14.0,11.0,9.0,0.0,42.0
1981.0,462,38.0,26.0,20.0,132.0,19.0,48.0,174.0,61.0,30.0,54.0,72.0,26.0,33.0,0.0,22.0,15.0,11.0,5.0,0.0,27.0
1982.0,461,31.0,22.0,23.0,134.0,23.0,41.0,168.0,56.0,32.0,51.0,64.0,23.0,44.0,1.0,19.0,13.0,12.0,7.0,1.0,42.0
1983.0,460,40.0,19.0,27.0,144.0,35.0,44.0,168.0,63.0,39.0,47.0,54.0,17.0,35.0,0.0,22.0,14.0,12.0,4.0,0.0,42.0
1984.0,471,46.0,23.0,26.0,137.0,30.0,51.0,189.0,76.0,31.0,63.0,47.0,19.0,47.0,0.0,25.0,10.0,9.0,0.0,1.0,29.0
1985.0,513,51.0,29.0,28.0,165.0,39.0,57.0,179.0,86.0,43.0,54.0,56.0,20.0,48.0,1.0,29.0,20.0,7.0,9.0,1.0,55.0
1986.0,513,45.0,32.0,28.0,149.0,27.0,51.0,186.0,93.0,44.0,63.0,67.0,15.0,55.0,0.0,15.0,17.0,10.0,3.0,1.0,46.0
1987.0,595,51.0,34.0,40.0,183.0,40.0,67.0,216.0,95.0,53.0,76.0,89.0,22.0,59.0,0.0,20.0,18.0,7.0,11.0,2.0,61.0
1988.0,628,41.0,39.0,30.0,185.0,45.0,64.0,218.0,104.0,58.0,91.0,120.0,25.0,63.0,0.0,23.0,15.0,11.0,5.0,1.0,45.0
1989.0,609,42.0,27.0,33.0,188.0,38.0,49.0,222.0,107.0,49.0,65.0,92.0,15.0,63.0,0.0,20.0,26.0,5.0,1.0,0.0,66.0
1990.0,538,50.0,24.0,27.0,159.0,30.0,55.0,216.0,84.0,57.0,79.0,76.0,20.0,47.0,0.0,18.0,13.0,4.0,7.0,5.0,51.0
1991.0,524,34.0,16.0,21.0,178.0,32.0,62.0,227.0,90.0,48.0,72.0,47.0,20.0,49.0,1.0,18.0,6.0,9.0,7.0,0.0,35.0
1992.0,563,30.0,29.0,29.0,183.0,26.0,78.0,232.0,78.0,55.0,91.0,51.0,22.0,25.0,1.0,29.0,9.0,7.0,4.0,2.0,50.0
1993.0,571,44.0,21.0,38.0,166.0,36.0,81.0,259.0,111.0,52.0,92.0,48.0,27.0,43.0,0.0,19.0,16.0,11.0,10.0,1.0,36.0
1994.0,645,58.0,21.0,45.0,208.0,31.0,81.0,278.0,111.0,53.0,93.0,36.0,22.0,39.0,4.0,44.0,11.0,5.0,10.0,1.0,55.0
1995.0,705,52.0,31.0,46.0,168.0,36.0,88.0,297.0,120.0,65.0,98.0,54.0,32.0,62.0,4.0,47.0,22.0,7.0,15.0,1.0,68.0
1996.0,703,53.0,24.0,40.0,218.0,29.0,94.0,322.0,95.0,68.0,112.0,40.0,19.0,48.0,0.0,43.0,14.0,10.0,6.0,1.0,42.0
1997.0,792,59.0,37.0,68.0,237.0,37.0,114.0,350.0,111.0,75.0,124.0,45.0,27.0,54.0,3.0,48.0,22.0,13.0,5.0,5.0,61.0
1998.0,803,46.0,34.0,52.0,247.0,37.0,140.0,366.0,100.0,88.0,138.0,44.0,28.0,52.0,3.0,56.0,25.0,10.0,5.0,2.0,59.0
1999.0,812,41.0,38.0,59.0,260.0,40.0,127.0,375.0,99.0,60.0,130.0,60.0,34.0,47.0,4.0,51.0,11.0,6.0,7.0,0.0,63.0
2000.0,929,41.0,45.0,57.0,295.0,38.0,144.0,441.0,93.0,82.0,137.0,68.0,34.0,45.0,1.0,79.0,15.0,11.0,6.0,0.0,77.0
2001.0,971,62.0,44.0,52.0,292.0,53.0,156.0,451.0,134.0,82.0,138.0,71.0,45.0,57.0,3.0,88.0,26.0,15.0,6.0,1.0,78.0
2002.0,1024,74.0,52.0,64.0,309.0,44.0,149.0,496.0,151.0,116.0,168.0,76.0,51.0,73.0,2.0,88.0,26.0,18.0,4.0,0.0,66.0
2003.0,1028,71.0,55.0,76.0,320.0,39.0,146.0,480.0,157.0,109.0,177.0,78.0,48.0,62.0,4.0,107.0,27.0,19.0,8.0,2.0,75.0
2004.0,1172,97.0,53.0,59.0,346.0,70.0,173.0,540.0,170.0,90.0,170.0,109.0,55.0,67.0,3.0,140.0,35.0,17.0,4.0,0.0,76.0
2005.0,1255,76.0,56.0,72.0,369.0,61.0,190.0,596.0,164.0,102.0,203.0,142.0,65.0,67.0,5.0,154.0,28.0,22.0,6.0,3.0,76.0
2006.0,1446,107.0,81.0,81.0,409.0,80.0,203.0,661.0,174.0,130.0,260.0,176.0,85.0,72.0,8.0,175.0,32.0,22.0,6.0,1.0,69.0
2007.0,1498,88.0,78.0,68.0,414.0,69.0,215.0,681.0,173.0,135.0,260.0,183.0,69.0,72.0,8.0,191.0,44.0,32.0,8.0,2.0,88.0
2008.0,1632,113.0,73.0,78.0,435.0,86.0,207.0,719.0,210.0,142.0,299.0,169.0,88.0,86.0,9.0,225.0,49.0,27.0,10.0,3.0,95.0
2009.0,1724,106.0,82.0,85.0,473.0,87.0,232.0,759.0,216.0,139.0,342.0,200.0,108.0,112.0,11.0,256.0,41.0,26.0,11.0,3.0,76.0
2010.0,1691,99.0,91.0,99.0,459.0,83.0,229.0,719.0,212.0,118.0,273.0,176.0,75.0,83.0,17.0,248.0,32.0,23.0,15.0,1.0,83.0
2011.0,1838,104.0,98.0,101.0,503.0,94.0,213.0,780.0,234.0,120.0,285.0,172.0,72.0,104.0,24.0,275.0,44.0,18.0,14.0,3.0,104.0
2012.0,1978,103.0,91.0,92.0,507.0,76.0,214.0,776.0,214.0,124.0,282.0,195.0,73.0,107.0,32.0,306.0,44.0,25.0,8.0,1.0,157.0
2013.0,2173,120.0,102.0,96.0,566.0,96.0,242.0,852.0,222.0,149.0,344.0,201.0,110.0,130.0,30.0,307.0,30.0,16.0,7.0,1.0,152.0
2014.0,2406,132.0,97.0,119.0,602.0,91.0,255.0,910.0,257.0,167.0,387.0,234.0,92.0,137.0,15.0,378.0,45.0,15.0,14.0,0.0,191.0
2015.0,2513,137.0,102.0,121.0,626.0,91.0,236.0,926.0,243.0,138.0,396.0,285.0,103.0,160.0,1.0,359.0,38.0,2.0,14.0,0.0,225.0
2016.0,2488,121.0,100.0,105.0,622.0,86.0,232.0,891.0,257.0,138.0,414.0,261.0,109.0,132.0,0.0,354.0,33.0,0.0,15.0,0.0,201.0
2017.0,2374,113.0,113.0,88.0,594.0,85.0,195.0,864.0,261.0,143.0,385.0,275.0,106.0,151.0,0.0,331.0,40.0,0.0,15.0,0.0,166.0
2018.0,2034,95.0,86.0,76.0,503.0,92.0,145.0,737.0,237.0,127.0,339.0,239.0,85.0,135.0,0.0,288.0,31.0,0.0,16.0,0.0,98.0
2019.0,994,47.0,54.0,50.0,254.0,35.0,70.0,387.0,122.0,74.0,178.0,121.0,43.0,55.0,0.0,124.0,19.0,0.0,7.0,0.0,47.0
